      IND             SHC     g | h         n         m
      182   -9.203083e+03         g        13         7
      183    1.284674e+04         h        13         7
      184    1.323567e+04         g        13         8
      185    4.036091e+03         h        13         8
      186   -7.219817e+03         g        13         9
      187   -1.752933e+03         h        13         9
      188   -2.080271e+03         g        13        10
      189    1.225553e+04         h        13        10
      190   -2.917862e+03         g        13        11
      191    5.649100e+03         h        13        11
      192   -1.498911e+03         g        13        12
      193    5.651460e+03         h        13        12
      194   -4.035412e+03         g        13        13
      195    2.961771e+02         h        13        13
      196    1.400155e+04         g        14         0
      197   -2.879131e+04         g        14         1
      198    1.473866e+03         h        14         1
      199    1.421617e+04         g        14         2
      200   -8.706129e+02         h        14         2
      201   -1.705651e+04         g        14         3
      202    1.580037e+03         h        14         3
      203   -8.589514e+02         g        14         4
      204    2.079683e+04         h        14         4
      205    1.694393e+04         g        14         5
      206   -1.282101e+04         h        14         5
      207    1.518473e+03         g        14         6
      208    1.123736e+04         h        14         6
      209    8.404158e+03         g        14         7
      210    2.819529e+03         h        14         7
      211    1.020559e+04         g        14         8
      212   -3.345867e+03         h        14         8
      213    3.154259e+03         g        14         9
      214   -4.876791e+03         h        14         9
      215    3.927243e+03         g        14        10
      216    5.990723e+03         h        14        10
      217    5.449106e+03         g        14        11
      218    3.445451e+03         h        14        11
      219    3.160259e+03         g        14        12
      220    3.871789e+03         h        14        12
      221    3.707951e+03         g        14        13
      222    1.877012e+03         h        14        13
      223   -4.465596e+02         g        14        14
      224    2.637582e+03         h        14        14
      225    1.215551e+04         g        15         0
      226   -3.132511e+04         g        15         1
      227   -2.031869e+04         h        15         1
      228   -3.045368e+03         g        15         2
      229   -8.893835e+03         h        15         2
      230   -9.784077e+03         g        15         3
      231    6.530261e+03         h        15         3
      232   -7.364867e+03         g        15         4
      233   -6.718533e+02         h        15         4
      234    2.630472e+03         g        15         5
      235   -1.275646e+04         h        15         5
      236   -7.717682e+03         g        15         6
      237    3.485684e+03         h        15         6
      238    6.235196e+03         g        15         7
      239   -1.571184e+03         h        15         7
      240   -4.746430e+03         g        15         8
