      IND             SHC     g | h         n         m
      116    6.922417e+02         h        10         8
      117    1.621135e+03         g        10         9
      118   -1.345225e+03         h        10         9
      119    2.021069e+03         g        10        10
      120    3.128317e+03         h        10        10
      121    1.646403e+03         g        11         0
      122    6.829542e+03         g        11         1
      123    1.222754e+03         h        11         1
      124   -2.379182e+03         g        11         2
      125    9.628248e+03         h        11         2
      126    7.904961e+03         g        11         3
      127   -8.318161e+03         h        11         3
      128    6.368293e+02         g        11         4
      129   -5.996661e+03         h        11         4
      130    7.782050e+02         g        11         5
      131   -7.337846e+02         h        11         5
      132   -1.782436e+03         g        11         6
      133   -5.472405e+03         h        11         6
      134   -6.330383e+02         g        11         7
      135   -2.649131e+03         h        11         7
      136    1.602180e+03         g        11         8
      137   -3.649435e+03         h        11         8
      138    5.162945e+02         g        11         9
      139   -3.036590e+03         h        11         9
      140   -2.855949e+02         g        11        10
      141   -1.211341e+03         h        11        10
      142    2.005794e+03         g        11        11
      143   -1.001876e+03         h        11        11
      144    5.355581e+03         g        12         0
      145    3.926061e+03         g        12         1
      146    1.011220e+04         h        12         1
      147   -1.293078e+03         g        12         2
      148    3.569622e+03         h        12         2
      149    1.495489e+02         g        12         3
      150   -4.096753e+03         h        12         3
      151   -1.222295e+03         g        12         4
      152   -2.107767e+03         h        12         4
      153   -1.904632e+03         g        12         5
      154    2.064546e+03         h        12         5
      155   -2.019601e+03         g        12         6
      156   -2.495516e+03         h        12         6
      157   -4.164980e+03         g        12         7
      158    1.656609e+03         h        12         7
      159    1.116970e+03         g        12         8
      160   -1.949714e+03         h        12         8
      161   -2.838644e+03         g        12         9
      162   -1.261975e+03         h        12         9
      163   -1.524913e+03         g        12        10
      164   -6.202076e+01         h        12        10
      165   -1.292374e+03         g        12        11
      166   -4.908124e+00         h        12        11
      167   -3.931828e+02         g        12        12
      168   -1.216934e+03         h        12        12
      169    3.463677e+03         g        13         0
      170   -1.989907e+03         g        13         1
      171    7.013136e+03         h        13         1
      172    2.651574e+03         g        13         2
      173    1.018421e+03         h        13         2
      174   -4.253641e+03         g        13         3
      175   -9.265982e+02         h        13         3
      176    7.101893e+01         g        13         4
      177    4.050284e+03         h        13         4
      178    4.444345e+02         g        13         5
      179    5.992193e+02         h        13         5
      180    4.732519e+02         g        13         6
      181    2.143909e+03         h        13         6
      182   -1.738935e+03         g        13         7
      183    2.421134e+03         h        13         7
      184    2.491661e+03         g        13         8
      185    7.598734e+02         h        13         8
      186   -1.356274e+03         g        13         9
      187   -3.207021e+02         h        13         9
      188   -3.867066e+02         g        13        10
      189    2.310779e+03         h        13        10
      190   -5.462478e+02         g        13        11
      191    1.070890e+03         h        13        11
      192   -2.843550e+02         g        13        12
      193    1.065671e+03         h        13        12
      194   -7.595621e+02         g        13        13
      195    6.471548e+01         h        13        13
      196    2.363749e+03         g        14         0
      197   -4.870788e+03         g        14         1
      198    2.348620e+02         h        14         1
      199    2.393855e+03         g        14         2
      200   -1.490562e+02         h        14         2
      201   -2.872599e+03         g        14         3
      202    2.664866e+02         h        14         3
      203   -1.436129e+02         g        14         4
      204    3.519972e+03         h        14         4
      205    2.849061e+03         g        14         5
      206   -2.161201e+03         h        14         5
      207    2.737474e+02         g        14         6
      208    1.891018e+03         h        14         6
      209    1.415338e+03         g        14         7
      210    4.871799e+02         h        14         7
      211    1.719694e+03         g        14         8
      212   -5.668840e+02         h        14         8
      213    5.494585e+02         g        14         9
      214   -8.020946e+02         h        14         9
      215    6.625733e+02         g        14        10
      216    1.020828e+03         h        14        10
      217    9.127385e+02         g        14        11
      218    5.879414e+02         h        14        11
      219    5.331590e+02         g        14        12
      220    6.547079e+02         h        14        12
      221    6.268474e+02         g        14        13
      222    3.249047e+02         h        14        13
      223   -7.742097e+01         g        14        14
      224    4.387444e+02         h        14        14
      225    1.850261e+03         g        15         0
      226   -4.717591e+03         g        15         1
      227   -3.083371e+03         h        15         1
      228   -4.623666e+02         g        15         2
      229   -1.333487e+03         h        15         2
      230   -1.462195e+03         g        15         3
      231    9.931389e+02         h        15         3
      232   -1.101277e+03         g        15         4
      233   -9.870861e+01         h        15         4
      234    4.038600e+02         g        15         5
      235   -1.914792e+03         h        15         5
      236   -1.161475e+03         g        15         6
      237    5.292142e+02         h        15         6
      238    9.319042e+02         g        15         7
      239   -2.245855e+02         h        15         7
      240   -7.168085e+02         g        15         8
      241   -1.607293e+03         h        15         8
      242   -4.382836e+02         g        15         9
      243   -4.510580e+02         h        15         9
      244    3.293100e+02         g        15        10
      245   -4.540869e+02         h        15        10
      246    6.663573e+00         g        15        11
      247   -1.871845e+02         h        15        11
      248    3.637047e+02         g        15        12
      249   -1.962568e+02         h        15        12
      250    3.354093e+02         g        15        13
      251   -3.144579e+02         h        15        13
      252    3.043296e+02         g        15        14
      253   -3.513695e+02         h        15        14
      254    2.358419e+02         g        15        15
      255    1.155770e+02         h        15        15
      256   -7.482696e+02         g        16         0
      257   -3.016387e+03         g        16         1
      258   -1.812261e+03         h        16         1
      259   -1.527159e+03         g        16         2
      260   -1.021456e+03         h        16         2
      261   -9.825490e+02         g        16         3
      262    1.163559e+03         h        16         3
      263   -8.040509e+02         g        16         4
      264   -7.230165e+02         h        16         4
      265   -2.129964e+03         g        16         5
      266    2.800835e+02         h        16         5
      267   -6.480311e+02         g        16         6
      268    1.138673e+03         h        16         6
      269    1.358739e+02         g        16         7
      270    3.924640e+02         h        16         7
      271   -1.700749e+03         g        16         8
      272   -9.272982e+01         h        16         8
      273   -9.322811e+02         g        16         9
      274    9.227973e+02         h        16         9
      275    4.283705e+01         g        16        10
      276    5.460730e+01         h        16        10
      277   -7.480818e+02         g        16        11
      278    1.000541e+02         h        16        11
      279   -2.004762e+02         g        16        12
      280    3.843978e+02         h        16        12
      281   -1.996557e+02         g        16        13
      282   -2.777860e+02         h        16        13
      283   -1.480366e+02         g        16        14
      284   -1.934768e+02         h        16        14
      285   -1.482361e+02         g        16        15
      286   -2.709128e+02         h        16        15
      287    1.195091e+02         g        16        16
      288   -1.034678e+02         h        16        16
      289   -2.410095e+03         g        17         0
      290   -4.228988e+02         g        17         1
      291    1.043432e+03         h        17         1
      292   -1.624088e+02         g        17         2
      293   -1.774307e+02         h        17         2
      294    2.175994e+02         g        17         3
      295    3.620778e+02         h        17         3
      296    5.564993e+02         g        17         4
      297    4.597217e+01         h        17         4
      298   -1.262548e+03         g        17         5
      299    1.143195e+03         h        17         5
      300    1.064985e+03         g        17         6
      301    9.854705e+02         h        17         6
      302    7.093369e+02         g        17         7
      303    2.119559e+02         h        17         7
      304   -7.203688e+02         g        17         8
      305    8.407104e+02         h        17         8
      306    2.592823e+02         g        17         9
      307    1.270121e+03         h        17         9
      308    5.281416e+02         g        17        10
      309    2.374394e+02         h        17        10
      310   -1.243934e+02         g        17        11
      311    4.527596e+02         h        17        11
      312    5.809224e+01         g        17        12
      313    7.157105e+02         h        17        12
      314    9.506722e+01         g        17        13
      315    1.824230e+02         h        17        13
      316   -1.545302e+02         g        17        14
      317    1.256520e+02         h        17        14
      318   -7.942116e+01         g        17        15
      319    1.036571e+01         h        17        15
      320   -1.764137e+02         g        17        16
      321    4.703533e+01         h        17        16
      322   -3.433227e+01         g        17        17
      323   -9.167362e+01         h        17        17
      324   -1.192430e+03         g        18         0
      325    1.467499e+03         g        18         1
      326    1.854755e+03         h        18         1
      327    1.045504e+03         g        18         2
      328   -4.031271e+02         h        18         2
      329    9.259733e+02         g        18         3
      330   -8.338233e+02         h        18         3
      331    1.174863e+03         g        18         4
      332   -3.118075e+02         h        18         4
      333    9.791436e+01         g        18         5
      334    1.904336e+02         h        18         5
      335    1.388192e+03         g        18         6
      336   -6.665604e+02         h        18         6
      337    4.666698e+02         g        18         7
      338   -7.667888e+02         h        18         7
      339    1.245204e+02         g        18         8
      340    1.978927e+02         h        18         8
      341    7.628170e+02         g        18         9
      342    2.296009e+02         h        18         9
      343    5.430784e+02         g        18        10
      344   -5.227965e+02         h        18        10
      345    2.538818e+02         g        18        11
      346    3.232045e+01         h        18        11
      347    4.243533e+02         g        18        12
      348    1.232180e+02         h        18        12
      349    2.776440e+02         g        18        13
      350    3.342193e+01         h        18        13
      351    1.833266e+02         g        18        14
      352   -4.308093e+01         h        18        14
      353    1.017641e+02         g        18        15
      354    2.628175e+01         h        18        15
      355    1.227620e+01         g        18        16
      356    1.973239e+01         h        18        16
      357    1.679004e+00         g        18        17
      358    1.161410e+02         h        18        17
      359   -6.516892e+01         g        18        18
      360   -1.485169e+00         h        18        18
      361    1.970630e+02         g        19         0
      362    1.371440e+03         g        19         1
      363    5.838711e+02         h        19         1
      364    6.091624e+02         g        19         2
      365   -8.132055e+02         h        19         2
      366    2.168477e+02         g        19         3
      367   -1.046739e+03         h        19         3
      368    4.734320e+02         g        19         4
      369   -5.849232e+02         h        19         4
      370    5.286997e+00         g        19         5
      371   -5.419668e+02         h        19         5
      372    2.041178e+02         g        19         6
      373   -1.210168e+03         h        19         6
      374   -6.891313e+02         g        19         7
      375   -8.665487e+02         h        19         7
      376    3.030608e+01         g        19         8
      377   -7.657773e+01         h        19         8
      378    9.829855e+01         g        19         9
      379   -4.846502e+02         h        19         9
      380   -2.347845e+02         g        19        10
      381   -6.435882e+02         h        19        10
      382   -8.694511e+01         g        19        11
      383   -2.358381e+02         h        19        11
      384    1.287105e+02         g        19        12
      385   -2.811914e+02         h        19        12
      386   -5.514698e+01         g        19        13
      387   -2.201913e+02         h        19        13
      388    7.796180e+01         g        19        14
      389   -1.743550e+02         h        19        14
      390    1.394975e-01         g        19        15
      391   -2.097166e+02         h        19        15
      392    2.210796e+01         g        19        16
      393   -8.151749e+01         h        19        16
      394    7.782414e+00         g        19        17
      395   -8.547701e+00         h        19        17
      396    6.346528e+01         g        19        18
      397    1.773715e+01         h        19        18
      398   -1.751608e+01         g        19        19
      399    4.298015e+01         h        19        19
      400    1.479588e+02         g        20         0
      401    2.199834e+02         g        20         1
      402   -4.179908e+02         h        20         1
      403   -2.387672e+02         g        20         2
      404   -3.644640e+02         h        20         2
      405   -4.385098e+02         g        20         3
      406   -7.606668e+01         h        20         3
      407   -2.463386e+02         g        20         4
      408    3.671590e+01         h        20         4
      409   -1.315971e+02         g        20         5
      410   -1.536105e+02         h        20         5
      411   -5.474993e+02         g        20         6
      412   -2.333052e+02         h        20         6
      413   -8.618239e+02         g        20         7
      414    3.293084e+00         h        20         7
      415    2.304918e+01         g        20         8
      416    3.244997e+02         h        20         8
      417   -2.197742e+02         g        20         9
      418   -2.355814e+02         h        20         9
      419   -5.894532e+02         g        20        10
      420   -6.295864e-01         h        20        10
      421   -1.506994e+02         g        20        11
      422    7.647437e+01         h        20        11
      423   -1.453294e+02         g        20        12
      424   -1.213032e+02         h        20        12
      425   -2.365617e+02         g        20        13
      426   -1.062120e+01         h        20        13
      427   -1.183985e+02         g        20        14
      428   -8.830792e+00         h        20        14
      429   -1.102968e+02         g        20        15
      430   -1.308796e+02         h        20        15
      431   -1.256696e+02         g        20        16
      432   -3.997246e+01         h        20        16
      433   -4.352252e+01         g        20        17
      434   -2.325283e+01         h        20        17
      435   -1.424053e+01         g        20        18
      436    1.672872e+00         h        20        18
      437    1.640641e+01         g        20        19
      438   -2.905422e+01         h        20        19
      439    2.405504e+01         g        20        20
      440    1.854089e+01         h        20        20
      441   -1.813047e+02         g        21         0
      442   -4.030578e+02         g        21         1
      443   -4.402079e+02         h        21         1
      444   -2.535024e+02         g        21         2
      445    2.699757e+02         h        21         2
      446   -1.792717e+02         g        21         3
      447    7.187020e+02         h        21         3
      448   -1.703402e+02         g        21         4
      449    3.778134e+02         h        21         4
      450    2.957255e+02         g        21         5
      451    3.010265e+02         h        21         5
      452   -2.246850e+02         g        21         6
      453    4.035473e+02         h        21         6
      454   -5.937494e+01         g        21         7
      455    4.679397e+02         h        21         7
      456    3.788796e+02         g        21         8
      457    2.589934e+02         h        21         8
      458    4.482501e+01         g        21         9
      459    7.766559e+00         h        21         9
      460   -1.860816e+02         g        21        10
      461    2.909460e+02         h        21        10
      462    1.572318e+02         g        21        11
      463    2.133819e+02         h        21        11
      464    3.201600e+00         g        21        12
      465   -2.699515e+01         h        21        12
      466   -5.142458e+01         g        21        13
      467    1.777185e+02         h        21        13
      468    5.683769e+00         g        21        14
      469    8.816278e+01         h        21        14
      470   -4.282451e+01         g        21        15
      471    3.796120e+01         h        21        15
      472   -6.544205e+01         g        21        16
      473    3.370448e+01         h        21        16
      474   -3.115984e+01         g        21        17
      475    5.742995e+01         h        21        17
      476   -2.496703e+01         g        21        18
      477    2.462022e+01         h        21        18
      478   -2.089043e+00         g        21        19
      479    1.390519e+01         h        21        19
      480   -1.578044e+01         g        21        20
      481   -1.498840e+01         h        21        20
      482    1.514407e+01         g        21        21
      483   -1.421424e+01         h        21        21
      484   -8.882644e+01         g        22         0
      485   -2.594195e+02         g        22         1
      486   -2.862195e+02         h        22         1
      487    6.952134e+01         g        22         2
      488    3.109901e+02         h        22         2
      489    1.812763e+02         g        22         3
      490    5.382829e+02         h        22         3
      491    8.794338e+01         g        22         4
      492    3.710305e+01         h        22         4
      493    3.779478e+02         g        22         5
      494    1.642886e+02         h        22         5
      495    1.512289e+02         g        22         6
      496    1.659601e+02         h        22         6
      497    3.406813e+02         g        22         7
      498    1.866938e+02         h        22         7
      499    3.707968e+02         g        22         8
      500   -2.129320e+02         h        22         8
      501    9.024381e+01         g        22         9
      502   -1.251312e+02         h        22         9
      503    1.299548e+02         g        22        10
      504    8.631908e+01         h        22        10
      505    1.941767e+02         g        22        11
      506   -5.390061e+01         h        22        11
      507    7.547923e+01         g        22        12
      508   -1.312328e+02         h        22        12
      509    6.901416e+01         g        22        13
      510    4.319070e+01         h        22        13
      511    1.138528e+02         g        22        14
      512   -1.873305e+01         h        22        14
      513    1.090366e+01         g        22        15
      514   -3.014226e+00         h        22        15
      515    4.214738e+01         g        22        16
      516    6.278039e+00         h        22        16
      517    1.213306e+01         g        22        17
      518    2.059368e+01         h        22        17
      519    2.559483e+01         g        22        18
      520    2.724323e+01         h        22        18
      521    9.138180e+00         g        22        19
      522    1.801535e+01         h        22        19
      523    7.884595e+00         g        22        20
      524    4.379747e+00         h        22        20
      525   -1.142841e+01         g        22        21
      526    5.869850e+00         h        22        21
      527   -6.947781e+00         g        22        22
      528   -1.155742e+01         h        22        22
      529    2.456336e+01         g        23         0
      530    3.310004e+01         g        23         1
      531   -1.773807e+02         h        23         1
      532    5.060698e+01         g        23         2
      533    4.590026e+01         h        23         2
      534    1.143122e+02         g        23         3
      535    1.885643e+01         h        23         3
      536    1.045919e+01         g        23         4
      537   -1.943270e+02         h        23         4
      538   -1.854733e+01         g        23         5
      539   -4.825597e+01         h        23         5
      540    7.141612e+01         g        23         6
      541   -7.186165e+01         h        23         6
      542    1.129713e+02         g        23         7
      543   -6.072276e+01         h        23         7
      544   -3.441446e+01         g        23         8
      545   -3.000338e+02         h        23         8
      546   -1.231031e+02         g        23         9
      547   -1.160233e+02         h        23         9
      548    5.209549e+01         g        23        10
      549   -1.744171e+01         h        23        10
      550   -3.853200e+01         g        23        11
      551   -1.734640e+02         h        23        11
      552   -8.125717e+01         g        23        12
      553   -9.297754e+01         h        23        12
      554    8.401998e+00         g        23        13
      555   -5.362703e+01         h        23        13
      556    9.321767e+00         g        23        14
      557   -7.574212e+01         h        23        14
      558   -3.758799e+01         g        23        15
      559   -4.418456e+01         h        23        15
      560    1.347195e+01         g        23        16
      561   -2.766909e+01         h        23        16
      562   -1.308625e-01         g        23        17
      563   -3.955345e+01         h        23        17
      564    1.327947e+01         g        23        18
      565    4.032554e+00         h        23        18
      566    1.716189e+01         g        23        19
      567   -8.630580e+00         h        23        19
      568    1.190131e+01         g        23        20
      569    1.224868e-01         h        23        20
      570    5.007454e+00         g        23        21
      571   -4.371490e+00         h        23        21
      572    1.747233e+00         g        23        22
      573    7.154977e+00         h        23        22
      574   -7.015067e+00         g        23        23
      575    2.152856e+00         h        23        23
      576    2.710614e+01         g        24         0
      577    1.355446e+02         g        24         1
      578    4.714415e+01         h        24         1
      579   -7.976394e+01         g        24         2
      580   -6.352995e+01         h        24         2
      581   -2.349439e+01         g        24         3
      582   -1.599682e+02         h        24         3
      583   -1.108888e+02         g        24         4
      584   -4.314701e+01         h        24         4
      585   -2.236038e+02         g        24         5
      586   -1.065212e+01         h        24         5
      587   -3.854368e+01         g        24         6
      588   -5.294546e+00         h        24         6
      589   -6.445348e+01         g        24         7
      590    1.343574e+01         h        24         7
      591   -2.185300e+02         g        24         8
      592   -2.748837e+01         h        24         8
      593   -1.327991e+02         g        24         9
      594    1.017348e+02         h        24         9
      595   -5.490139e+00         g        24        10
      596    6.367295e+01         h        24        10
      597   -1.147597e+02         g        24        11
      598   -1.444865e+01         h        24        11
      599   -1.179931e+02         g        24        12
      600    7.574906e+01         h        24        12
      601   -8.979109e+00         g        24        13
      602    1.865604e+01         h        24        13
      603   -6.112011e+01         g        24        14
      604   -7.589440e+00         h        24        14
      605   -5.282930e+01         g        24        15
      606    3.353379e+01         h        24        15
      607   -2.193543e+01         g        24        16
      608    2.524461e+00         h        24        16
      609   -2.695940e+01         g        24        17
      610   -1.289616e+01         h        24        17
      611   -1.691241e+01         g        24        18
      612    6.824180e+00         h        24        18
      613    4.226534e+00         g        24        19
      614   -4.941324e-01         h        24        19
      615    1.094313e-01         g        24        20
      616   -5.641581e+00         h        24        20
      617    4.383885e+00         g        24        21
      618   -5.416373e+00         h        24        21
      619   -9.282046e-01         g        24        22
      620   -4.177951e+00         h        24        22
      621    6.122583e+00         g        24        23
      622   -3.319066e-01         h        24        23
      623    1.324612e+00         g        24        24
      624    4.140199e+00         h        24        24
      625    6.620825e+01         g        25         0
      626    1.157699e+02         g        25         1
      627    1.705082e+02         h        25         1
      628   -3.515239e+01         g        25         2
      629   -4.151824e+01         h        25         2
      630   -5.689869e+00         g        25         3
      631   -1.057666e+02         h        25         3
      632   -4.160501e+01         g        25         4
      633    8.573027e+01         h        25         4
      634   -8.887451e+01         g        25         5
      635    2.518578e+01         h        25         5
      636    1.253005e+01         g        25         6
      637    2.613718e+01         h        25         6
      638   -1.038503e+01         g        25         7
      639    6.325378e+01         h        25         7
      640   -7.825638e+01         g        25         8
      641    1.064335e+02         h        25         8
      642    3.225475e+01         g        25         9
      643    1.494229e+02         h        25         9
      644    7.318151e+01         g        25        10
      645    4.858733e+01         h        25        10
      646   -9.040653e+00         g        25        11
      647    7.434678e+01         h        25        11
      648    1.328073e+01         g        25        12
      649    1.141165e+02         h        25        12
      650    5.015886e+01         g        25        13
      651    3.665700e+01         h        25        13
      652   -6.210586e+00         g        25        14
      653    2.987766e+01         h        25        14
      654    9.990326e+00         g        25        15
      655    6.881587e+01         h        25        15
      656    1.534961e+01         g        25        16
      657    2.150046e+01         h        25        16
      658   -8.598683e+00         g        25        17
      659    1.826424e+01         h        25        17
      660    5.250612e-01         g        25        18
      661    1.936530e+01         h        25        18
      662    4.882430e+00         g        25        19
      663    1.485585e+01         h        25        19
      664    2.808439e+00         g        25        20
      665    3.435996e+00         h        25        20
      666    1.845361e-01         g        25        21
      667    4.902255e-01         h        25        21
      668   -8.167571e-01         g        25        22
      669   -3.424586e+00         h        25        22
      670   -1.287456e+00         g        25        23
      671   -1.341199e+00         h        25        23
      672    6.381587e-01         g        25        24
      673   -4.470530e+00         h        25        24
      674    1.967583e+00         g        25        25
      675   -3.275477e-01         h        25        25
      676    8.685803e+01         g        26         0
      677    4.809513e+01         g        26         1
      678    7.026581e+01         h        26         1
      679    2.816237e+01         g        26         2
      680   -1.973646e+01         h        26         2
      681    1.464247e+01         g        26         3
      682   -6.351496e+01         h        26         3
      683    3.480776e+01         g        26         4
      684    3.097675e+01         h        26         4
      685    3.987306e+01         g        26         5
      686   -4.013268e+01         h        26         5
      687    1.919295e+01         g        26         6
      688   -4.502047e+01         h        26         6
      689    1.881413e+01         g        26         7
      690   -1.656531e+01         h        26         7
      691    3.526635e+01         g        26         8
      692    3.525369e+01         h        26         8
      693    7.865840e+01         g        26         9
      694    1.079896e+01         h        26         9
      695    6.780388e+01         g        26        10
      696   -5.304332e+01         h        26        10
      697    3.705814e+01         g        26        11
      698    1.062939e+01         h        26        11
      699    7.160273e+01         g        26        12
      700    1.765234e+01         h        26        12
      701    4.702423e+01         g        26        13
      702   -3.624697e+01         h        26        13
      703    2.313651e+01         g        26        14
      704   -4.086423e+00         h        26        14
      705    4.452773e+01         g        26        15
      706    1.295715e+01         h        26        15
      707    3.178601e+01         g        26        16
      708   -7.894726e+00         h        26        16
      709    1.154275e+01         g        26        17
      710    2.304110e+00         h        26        17
      711    2.013784e+01         g        26        18
      712    4.328985e+00         h        26        18
      713    1.345159e+01         g        26        19
      714    2.358306e+00         h        26        19
      715    1.035869e+01         g        26        20
      716    4.360811e+00         h        26        20
      717    4.396646e+00         g        26        21
      718    4.427046e-01         h        26        21
      719    4.194347e-02         g        26        22
      720    4.010929e-01         h        26        22
      721   -1.628872e+00         g        26        23
      722   -9.188167e-01         h        26        23
      723   -3.073404e+00         g        26        24
      724   -6.057056e-01         h        26        24
      725   -3.077342e+00         g        26        25
      726   -6.846571e-01         h        26        25
      727   -3.327005e-02         g        26        26
      728   -2.869881e-01         h        26        26
      729    2.058917e+01         g        27         0
      730   -2.782527e+01         g        27         1
      731   -4.079348e+01         h        27         1
      732    1.453611e+00         g        27         2
      733    1.107084e+01         h        27         2
      734   -1.988033e+01         g        27         3
      735   -1.438629e+01         h        27         3
      736    1.377734e+01         g        27         4
      737   -2.530999e+01         h        27         4
      738    3.437694e+01         g        27         5
      739   -5.090497e+01         h        27         5
      740   -4.276871e+01         g        27         6
      741   -4.655731e+01         h        27         6
      742   -2.036593e+01         g        27         7
      743   -4.755455e+01         h        27         7
      744    1.705954e+01         g        27         8
      745   -1.659030e+01         h        27         8
      746    4.749469e+00         g        27         9
      747   -5.893415e+01         h        27         9
      748   -2.728960e+01         g        27        10
      749   -6.559892e+01         h        27        10
      750   -5.518048e+00         g        27        11
      751   -2.272537e+01         h        27        11
      752    1.544653e+01         g        27        12
      753   -3.686481e+01         h        27        12
      754   -1.961202e+01         g        27        13
      755   -5.258247e+01         h        27        13
      756   -1.062974e+01         g        27        14
      757   -1.556282e+01         h        27        14
      758    1.718680e+01         g        27        15
      759   -2.382863e+01         h        27        15
      760   -4.025778e+00         g        27        16
      761   -2.321095e+01         h        27        16
      762   -6.063496e-01         g        27        17
      763   -9.348632e+00         h        27        17
      764    7.619784e+00         g        27        18
      765   -1.257761e+01         h        27        18
      766    3.466598e+00         g        27        19
      767   -1.227545e+01         h        27        19
      768    3.684794e+00         g        27        20
      769   -3.123770e+00         h        27        20
      770    3.639532e+00         g        27        21
      771   -3.257413e+00         h        27        21
      772   -9.059102e-01         g        27        22
      773   -1.358625e+00         h        27        22
      774   -1.906502e-01         g        27        23
      775    9.659184e-01         h        27        23
      776   -2.239592e+00         g        27        24
      777    7.300767e-01         h        27        24
      778   -1.833369e+00         g        27        25
      779    2.920224e+00         h        27        25
      780   -8.891339e-01         g        27        26
      781    2.163346e+00         h        27        26
      782   -9.552179e-02         g        27        27
      783    2.118041e-01         h        27        27
      784   -4.081184e+01         g        28         0
      785   -5.854103e+01         g        28         1
      786   -3.585726e+01         h        28         1
      787   -1.658927e+01         g        28         2
      788    4.462032e+01         h        28         2
      789   -2.294851e+01         g        28         3
      790    4.603899e+01         h        28         3
      791   -3.753918e+00         g        28         4
      792   -9.369662e+00         h        28         4
      793    1.210282e+01         g        28         5
      794    7.046254e+00         h        28         5
      795   -4.061238e+01         g        28         6
      796    1.630246e+01         h        28         6
      797   -1.521657e+01         g        28         7
      798   -3.709170e+00         h        28         7
