      IND             SHC     g | h         n         m
      552   -1.560000e+01         g        23        12
      553    4.080000e+01         h        23        12
      554   -5.940000e+01         g        23        13
      555    2.130000e+01         h        23        13
      556    1.222000e+02         g        23        14
      557    1.960000e+01         h        23        14
      558   -1.195000e+02         g        23        15
      559   -6.310000e+01         h        23        15
      560   -1.830000e+01         g        23        16
      561   -1.359000e+02         h        23        16
      562    1.082000e+02         g        23        17
      563   -3.100000e+00         h        23        17
      564   -3.560000e+01         g        23        18
      565    5.590000e+01         h        23        18
      566   -9.460000e+01         g        23        19
      567   -6.350000e+01         h        23        19
      568    1.470000e+02         g        23        20
      569   -6.300000e+00         h        23        20
      570   -8.850000e+01         g        23        21
      571    1.881000e+02         h        23        21
      572    1.991000e+02         g        23        22
      573   -1.193000e+02         h        23        22
      574   -1.216000e+02         g        23        23
      575    3.132000e+02         h        23        23
      576    1.285000e+02         g        24         0
      577   -3.190000e+01         g        24         1
      578    5.940000e+01         h        24         1
      579    3.850000e+01         g        24         2
      580   -4.540000e+01         h        24         2
      581   -8.070000e+01         g        24         3
      582   -7.600000e+01         h        24         3
      583   -1.186000e+02         g        24         4
      584    1.390000e+01         h        24         4
      585   -1.774000e+02         g        24         5
      586    2.650000e+01         h        24         5
      587    4.480000e+01         g        24         6
      588    6.300000e+01         h        24         6
      589   -2.680000e+01         g        24         7
      590    9.100000e+00         h        24         7
      591   -1.533000e+02         g        24         8
      592    2.960000e+01         h        24         8
      593    7.600000e+00         g        24         9
      594   -7.600000e+00         h        24         9
      595   -4.960000e+01         g        24        10
      596    3.830000e+01         h        24        10
      597   -4.870000e+01         g        24        11
      598   -8.160000e+01         h        24        11
      599   -1.221000e+02         g        24        12
      600    6.330000e+01         h        24        12
      601   -1.700000e+00         g        24        13
      602    4.000000e+01         h        24        13
      603    4.010000e+01         g        24        14
      604    5.030000e+01         h        24        14
      605   -5.710000e+01         g        24        15
      606   -5.250000e+01         h        24        15
      607   -8.270000e+01         g        24        16
      608   -8.820000e+01         h        24        16
      609    1.705000e+02         g        24        17
      610    9.990000e+01         h        24        17
      611   -1.091000e+02         g        24        18
      612    5.930000e+01         h        24        18
      613    2.800000e+01         g        24        19
      614   -5.220000e+01         h        24        19
      615   -4.550000e+01         g        24        20
      616    1.064000e+02         h        24        20
      617   -4.210000e+01         g        24        21
      618   -6.210000e+01         h        24        21
      619    1.640000e+01         g        24        22
      620    3.460000e+01         h        24        22
      621   -4.270000e+01         g        24        23
      622   -1.711000e+02         h        24        23
      623    1.748000e+02         g        24        24
      624    4.350000e+01         h        24        24
      625    2.030000e+02         g        25         0
      626    4.230000e+01         g        25         1
      627   -6.200000e+00         h        25         1
      628    1.710000e+01         g        25         2
      629   -6.240000e+01         h        25         2
      630   -7.950000e+01         g        25         3
      631   -1.750000e+01         h        25         3
      632   -1.500000e+00         g        25         4
      633    7.280000e+01         h        25         4
      634    3.140000e+01         g        25         5
      635   -6.100000e+00         h        25         5
      636    1.880000e+01         g        25         6
      637   -1.220000e+01         h        25         6
      638    2.150000e+01         g        25         7
      639    2.820000e+01         h        25         7
      640   -9.460000e+01         g        25         8
      641   -1.800000e+01         h        25         8
      642    3.500000e+01         g        25         9
      643    1.224000e+02         h        25         9
      644   -6.060000e+01         g        25        10
      645   -3.340000e+01         h        25        10
      646   -1.170000e+01         g        25        11
      647    2.400000e+01         h        25        11
      648   -8.470000e+01         g        25        12
      649    1.970000e+01         h        25        12
      650    6.010000e+01         g        25        13
      651    7.060000e+01         h        25        13
      652    5.800000e+00         g        25        14
