      IND             SHC     g | h         n         m
        1    4.792851e+05         g         1         0
        2   -8.319346e+04         g         1         1
        3    2.464312e+04         h         1         1
        4    1.446481e+04         g         2         0
        5   -6.997343e+04         g         2         1
        6   -5.242062e+04         h         2         1
        7    5.928046e+04         g         2         2
        8    2.479800e+04         h         2         2
        9    3.598153e+03         g         3         0
       10   -4.834122e+04         g         3         1
       11   -4.228208e+04         h         3         1
       12    1.986305e+04         g         3         2
       13    5.477823e+04         h         3         2
       14   -2.094644e+03         g         3         3
       15   -3.551667e+04         h         3         3
       16   -4.644031e+04         g         4         0
       17   -1.120563e+04         g         4         1
       18    4.335521e+04         h         4         1
       19   -3.539738e+03         g         4         2
       20    3.782992e+04         h         4         2
       21   -1.463940e+04         g         4         3
       22   -8.873410e+02         h         4         3
       23   -2.453016e+04         g         4         4
       24   -1.706753e+03         h         4         4
       25   -2.724665e+04         g         5         0
       26    6.631241e+03         g         5         1
       27    6.618941e+04         h         5         1
       28    2.368752e+04         g         5         2
       29   -1.976833e+03         h         5         2
       30   -2.499320e+04         g         5         3
       31    8.551196e+03         h         5         3
       32   -3.636101e+03         g         5         4
       33    1.509317e+04         h         5         4
       34   -7.022275e+03         g         5         5
       35    1.450909e+04         h         5         5
       36   -3.026554e+04         g         6         0
       37    1.402997e+04         g         6         1
       38    1.922020e+04         h         6         1
       39    1.817556e+04         g         6         2
       40   -1.388415e+04         h         6         2
       41   -1.848207e+04         g         6         3
       42   -3.540314e+02         h         6         3
       43    3.991490e+03         g         6         4
       44    2.080242e+04         h         6         4
       45    2.149446e+03         g         6         5
       46   -5.561894e+03         h         6         5
       47    1.223055e+04         g         6         6
       48    7.134644e+03         h         6         6
       49   -3.069995e+03         g         7         0
       50    9.969027e+03         g         7         1
       51   -9.744847e+03         h         7         1
       52   -1.063845e+04         g         7         2
       53   -1.976040e+04         h         7         2
       54   -3.112861e+03         g         7         3
       55    3.135482e+03         h         7         3
       56   -1.099668e+04         g         7         4
       57    8.596549e+03         h         7         4
       58    5.161502e+03         g         7         5
       59   -1.055288e+04         h         7         5
       60   -3.961300e+03         g         7         6
