      IND             SHC     g | h         n         m
      561   -2.032003e+03         h        23        16
      562    1.348021e+03         g        23        17
      563   -2.830235e+03         h        23        17
      564    1.338030e+03         g        23        18
      565    2.553919e+02         h        23        18
      566    2.458020e+03         g        23        19
      567   -4.802695e+02         h        23        19
      568    8.132474e+02         g        23        20
      569   -1.588655e+02         h        23        20
      570    7.930862e+01         g        23        21
      571    1.423609e+02         h        23        21
      572   -2.090588e+02         g        23        22
      573    8.447183e+02         h        23        22
      574   -7.512542e+02         g        23        23
      575    8.350871e+01         h        23        23
      576   -1.203829e+04         g        24         0
      577    3.274613e+03         g        24         1
      578    8.898533e+03         h        24         1
      579   -3.310938e+03         g        24         2
      580   -1.979565e+03         h        24         2
      581   -3.124313e+03         g        24         3
      582   -1.255735e+04         h        24         3
      583   -7.723366e+03         g        24         4
      584   -4.345300e+03         h        24         4
      585   -1.959998e+04         g        24         5
      586   -1.061328e+03         h        24         5
      587   -2.154628e+03         g        24         6
      588    1.921037e+03         h        24         6
      589   -1.846014e+03         g        24         7
      590   -2.965485e+03         h        24         7
      591   -2.222165e+04         g        24         8
      592   -4.848108e+03         h        24         8
      593   -1.280660e+04         g        24         9
      594    7.076769e+03         h        24         9
      595   -2.365242e+03         g        24        10
      596    6.033403e+03         h        24        10
      597   -9.890909e+03         g        24        11
      598   -1.781648e+03         h        24        11
      599   -1.099913e+04         g        24        12
      600    4.141596e+03         h        24        12
      601   -3.501552e+03         g        24        13
      602    1.384158e+03         h        24        13
      603   -5.199511e+03         g        24        14
      604   -1.124994e+03         h        24        14
      605   -4.837497e+03         g        24        15
      606    1.753859e+03         h        24        15
      607   -2.444647e+03         g        24        16
      608   -3.827281e+02         h        24        16
      609   -1.622870e+03         g        24        17
      610   -1.779827e+03         h        24        17
      611   -1.297534e+03         g        24        18
      612   -1.000192e+03         h        24        18
      613    6.512955e+02         g        24        19
      614   -8.672638e+02         h        24        19
      615    7.108642e+01         g        24        20
      616   -1.600867e+03         h        24        20
      617    2.497702e+00         g        24        21
      618   -6.481657e+02         h        24        21
      619    8.161204e+00         g        24        22
      620   -1.138443e+01         h        24        22
      621    5.593890e+02         g        24        23
      622    4.013324e+02         h        24        23
      623   -6.426011e+01         g        24        24
      624    5.519969e+02         h        24        24
      625    3.020171e+02         g        25         0
      626    1.278138e+04         g        25         1
      627    2.040708e+04         h        25         1
      628   -4.806037e+02         g        25         2
      629   -1.109020e+04         h        25         2
      630   -6.941949e+02         g        25         3
      631   -1.184632e+04         h        25         3
      632   -4.842161e+03         g        25         4
      633    6.737117e+03         h        25         4
      634   -1.057909e+04         g        25         5
      635    3.981879e+03         h        25         5
      636    4.863244e+03         g        25         6
      637    2.490488e+03         h        25         6
      638   -3.669312e+02         g        25         7
      639    3.220030e+03         h        25         7
      640   -1.119062e+04         g        25         8
      641    9.507404e+03         h        25         8
      642    3.268460e+03         g        25         9
      643    1.565049e+04         h        25         9
      644    7.169937e+03         g        25        10
      645    5.918661e+03         h        25        10
      646   -5.093085e+02         g        25        11
      647    6.446870e+03         h        25        11
      648    2.805764e+02         g        25        12
      649    1.094791e+04         h        25        12
      650    3.497312e+03         g        25        13
      651    4.888066e+03         h        25        13
      652    3.498376e+02         g        25        14
      653    3.322517e+03         h        25        14
      654   -2.465983e+02         g        25        15
      655    6.148713e+03         h        25        15
      656    7.410521e+02         g        25        16
      657    2.707758e+03         h        25        16
      658   -1.235267e+03         g        25        17
      659    1.369233e+03         h        25        17
      660   -6.824048e+02         g        25        18
      661    1.017236e+03         h        25        18
      662   -6.975689e+02         g        25        19
      663    5.783050e+02         h        25        19
      664   -4.910389e+02         g        25        20
      665   -2.109397e+02         h        25        20
      666   -1.062221e+03         g        25        21
      667   -4.057329e+02         h        25        21
      668   -5.615073e+02         g        25        22
      669   -1.232299e+02         h        25        22
      670    2.489411e+01         g        25        23
      671    1.445538e+01         h        25        23
      672    4.617170e+02         g        25        24
      673   -3.275549e+02         h        25        24
      674    3.801099e+02         g        25        25
      675    1.319960e+02         h        25        25
      676    1.219594e+04         g        26         0
      677    1.003059e+04         g        26         1
      678    6.335713e+03         h        26         1
      679    2.809757e+03         g        26         2
      680   -1.374235e+04         h        26         2
      681    1.029190e+03         g        26         3
      682   -9.391606e+03         h        26         3
      683    1.040080e+03         g        26         4
      684    3.414146e+03         h        26         4
      685    1.511275e+03         g        26         5
      686   -2.650577e+03         h        26         5
      687    6.130540e+03         g        26         6
      688   -5.640829e+03         h        26         6
      689    1.915354e+02         g        26         7
      690   -2.968072e+03         h        26         7
      691    3.063814e+03         g        26         8
      692    4.933821e+03         h        26         8
      693    1.106951e+04         g        26         9
      694    2.386967e+03         h        26         9
      695    8.401329e+03         g        26        10
      696   -7.057994e+03         h        26        10
      697    5.141576e+03         g        26        11
      698   -4.456538e+02         h        26        11
      699    7.455302e+03         g        26        12
      700    1.646349e+03         h        26        12
      701    5.989071e+03         g        26        13
      702   -3.568996e+03         h        26        13
      703    3.841910e+03         g        26        14
      704   -8.543066e+02         h        26        14
      705    4.466669e+03         g        26        15
      706    8.849453e+02         h        26        15
      707    3.563495e+03         g        26        16
      708    2.403111e+01         h        26        16
      709    1.264750e+03         g        26        17
      710    1.055045e+02         h        26        17
      711    1.552556e+03         g        26        18
      712    7.709094e+02         h        26        18
      713    7.408927e+02         g        26        19
      714    3.473075e+02         h        26        19
      715    3.234387e+02         g        26        20
      716    9.979740e+02         h        26        20
      717   -1.170427e+02         g        26        21
      718    2.755206e+02         h        26        21
      719   -6.085254e+02         g        26        22
      720    6.165291e+02         h        26        22
      721   -1.828293e+02         g        26        23
      722    3.515710e+02         h        26        23
      723    3.026531e+01         g        26        24
      724   -6.550478e+01         h        26        24
      725   -1.326008e+02         g        26        25
      726   -4.381768e+02         h        26        25
      727    1.512934e+02         g        26        26
      728   -2.419640e+02         h        26        26
      729    6.087177e+03         g        27         0
      730   -3.552657e+02         g        27         1
      731   -9.768056e+03         h        27         1
      732   -3.171189e+03         g        27         2
      733   -5.990575e+03         h        27         2
      734   -2.021012e+03         g        27         3
      735   -1.389604e+03         h        27         3
      736   -1.444293e+02         g        27         4
      737   -1.444236e+03         h        27         4
      738    3.061616e+03         g        27         5
      739   -4.971530e+03         h        27         5
      740   -3.097418e+03         g        27         6
      741   -6.108461e+03         h        27         6
      742   -5.064311e+03         g        27         7
      743   -5.579414e+03         h        27         7
      744    3.602408e+03         g        27         8
      745   -1.758942e+02         h        27         8
      746    2.046441e+03         g        27         9
      747   -7.458291e+03         h        27         9
      748   -3.915649e+03         g        27        10
      749   -1.089025e+04         h        27        10
      750   -1.111690e+03         g        27        11
      751   -3.666336e+03         h        27        11
      752    8.822015e+02         g        27        12
      753   -5.247650e+03         h        27        12
      754   -2.202036e+03         g        27        13
      755   -6.928924e+03         h        27        13
      756   -1.683805e+03         g        27        14
      757   -3.193950e+03         h        27        14
      758    1.544256e+03         g        27        15
      759   -3.575260e+03         h        27        15
      760   -1.505224e+02         g        27        16
      761   -3.155003e+03         h        27        16
      762   -5.379709e+01         g        27        17
      763   -1.606456e+03         h        27        17
      764    7.720129e+02         g        27        18
      765   -1.520066e+03         h        27        18
      766    6.798156e+02         g        27        19
      767   -1.188925e+03         h        27        19
      768    5.404375e+02         g        27        20
      769   -1.135844e+02         h        27        20
      770    8.060281e+02         g        27        21
      771   -6.233477e+01         h        27        21
      772    5.500394e+01         g        27        22
      773    9.353689e+01         h        27        22
      774    2.621277e+02         g        27        23
      775    5.046873e+02         h        27        23
      776    1.890683e+02         g        27        24
      777    1.643007e+02         h        27        24
      778   -5.999203e+01         g        27        25
      779   -4.677873e+01         h        27        25
      780   -3.598161e+02         g        27        26
      781    1.659378e+00         h        27        26
      782   -1.392195e+02         g        27        27
      783   -1.362223e+02         h        27        27
      784   -5.761223e+03         g        28         0
      785   -6.427454e+03         g        28         1
      786   -8.008558e+03         h        28         1
      787   -4.192792e+03         g        28         2
      788    5.792683e+03         h        28         2
      789   -1.641285e+03         g        28         3
      790    9.124524e+03         h        28         3
      791    6.454948e+02         g        28         4
      792   -9.633228e+02         h        28         4
      793    3.594494e+03         g        28         5
      794    1.783262e+03         h        28         5
      795   -5.933494e+03         g        28         6
