# 
# ****** Theory ******
# Vector Potential-based
# Using 3 NNs
# ****** Obs Data Info ******
# PJ data: orbit 1-50
# cutRj: 4.0
# ****** Neural Network Info ******
# NN Size and Shape: 6*[40];
# NN Activation function: swish;
# NN Optimizer: Adam;
# Dynamic Weights: 1;
# RAD parameter: k=1, c=0, n0=3000, dn=600;
# Epochs: 12000;
# Batch size: 10000;
# Seed: 67890;
# Epoch      Loss     TLoss   LObs_bx   LObs_by   LObs_bz LCol_curlBx LCol_curlBy LCol_curlBz      wObs        LR
0000423 1.160e+01 5.008e+00 1.507e-02 1.540e-02 2.390e-02 1.721e+00 2.034e+00 1.198e+00 1.222e+02 1.820e-03
0000424 1.050e+01 4.366e+00 1.443e-02 1.490e-02 2.315e-02 1.665e+00 1.620e+00 1.028e+00 1.179e+02 1.819e-03
0000425 1.571e+01 8.734e+00 1.567e-02 1.874e-02 2.671e-02 3.111e+00 2.933e+00 2.629e+00 1.151e+02 1.819e-03
0000426 1.422e+01 7.370e+00 1.566e-02 1.771e-02 2.691e-02 2.520e+00 2.653e+00 2.136e+00 1.146e+02 1.819e-03
0000427 1.166e+01 5.481e+00 1.514e-02 1.483e-02 2.302e-02 1.769e+00 2.312e+00 1.347e+00 1.176e+02 1.818e-03
0000428 3.834e+01 2.958e+01 1.747e-02 2.092e-02 3.098e-02 9.632e+00 8.658e+00 1.122e+01 1.272e+02 1.818e-03
0000429 1.485e+01 6.888e+00 1.701e-02 1.702e-02 2.676e-02 2.327e+00 2.646e+00 1.854e+00 1.320e+02 1.817e-03
0000430 1.052e+01 4.034e+00 1.441e-02 1.415e-02 2.337e-02 1.540e+00 1.612e+00 8.301e-01 1.258e+02 1.817e-03
0000431 9.474e+00 3.460e+00 1.418e-02 1.413e-02 2.299e-02 1.388e+00 1.406e+00 6.143e-01 1.183e+02 1.817e-03
0000432 9.126e+00 3.362e+00 1.425e-02 1.427e-02 2.339e-02 1.313e+00 1.345e+00 6.520e-01 1.121e+02 1.816e-03
0000433 1.053e+01 5.064e+00 1.462e-02 1.444e-02 2.338e-02 2.033e+00 1.612e+00 1.367e+00 1.053e+02 1.816e-03
0000434 9.716e+00 4.246e+00 1.423e-02 1.377e-02 2.262e-02 1.634e+00 1.718e+00 8.434e-01 1.091e+02 1.815e-03
0000435 1.033e+01 4.771e+00 1.418e-02 1.512e-02 2.318e-02 1.804e+00 1.709e+00 1.206e+00 1.069e+02 1.815e-03
0000436 1.237e+01 6.769e+00 1.503e-02 1.404e-02 2.215e-02 2.504e+00 2.040e+00 2.173e+00 1.103e+02 1.815e-03
0000437 1.067e+01 4.790e+00 1.441e-02 1.441e-02 2.200e-02 2.028e+00 1.797e+00 9.139e-01 1.167e+02 1.814e-03
0000438 1.283e+01 6.578e+00 1.546e-02 1.448e-02 2.233e-02 2.564e+00 2.215e+00 1.747e+00 1.206e+02 1.814e-03
0000439 2.190e+01 1.393e+01 1.487e-02 2.038e-02 2.845e-02 4.684e+00 4.087e+00 5.091e+00 1.261e+02 1.813e-03
0000440 1.858e+01 1.096e+01 1.618e-02 1.769e-02 2.643e-02 3.506e+00 3.786e+00 3.606e+00 1.274e+02 1.813e-03
0000441 1.063e+01 4.030e+00 1.380e-02 1.490e-02 2.218e-02 1.481e+00 1.622e+00 8.766e-01 1.308e+02 1.813e-03
0000442 1.219e+01 5.780e+00 1.451e-02 1.552e-02 2.189e-02 2.042e+00 2.001e+00 1.685e+00 1.245e+02 1.812e-03
0000443 1.483e+01 8.409e+00 1.386e-02 1.497e-02 2.394e-02 2.487e+00 3.183e+00 2.686e+00 1.226e+02 1.812e-03
0000444 1.232e+01 5.569e+00 1.396e-02 1.516e-02 2.155e-02 2.112e+00 1.924e+00 1.483e+00 1.343e+02 1.811e-03
0000445 1.281e+01 6.116e+00 1.410e-02 1.463e-02 2.348e-02 1.950e+00 2.323e+00 1.791e+00 1.291e+02 1.811e-03
0000446 2.015e+01 1.326e+01 1.553e-02 1.569e-02 2.425e-02 4.781e+00 3.911e+00 4.509e+00 1.252e+02 1.811e-03
0000447 1.558e+01 8.409e+00 1.651e-02 1.439e-02 2.442e-02 2.586e+00 3.295e+00 2.472e+00 1.306e+02 1.810e-03
0000448 9.673e+00 3.581e+00 1.256e-02 1.244e-02 2.079e-02 1.445e+00 1.437e+00 6.534e-01 1.341e+02 1.810e-03
0000449 1.283e+01 5.849e+00 1.503e-02 1.566e-02 2.526e-02 2.084e+00 2.279e+00 1.430e+00 1.258e+02 1.809e-03
0000450 1.038e+01 4.667e+00 1.354e-02 1.343e-02 2.115e-02 1.680e+00 1.814e+00 1.125e+00 1.197e+02 1.809e-03
0000451 1.176e+01 5.647e+00 1.358e-02 1.300e-02 2.142e-02 2.071e+00 2.112e+00 1.416e+00 1.284e+02 1.809e-03
0000452 1.169e+01 5.029e+00 1.467e-02 1.406e-02 2.332e-02 1.946e+00 1.900e+00 1.131e+00 1.290e+02 1.808e-03
0000453 1.032e+01 4.441e+00 1.308e-02 1.387e-02 2.209e-02 1.536e+00 1.739e+00 1.117e+00 1.209e+02 1.808e-03
0000454 9.451e+00 4.034e+00 1.266e-02 1.323e-02 2.042e-02 1.648e+00 1.485e+00 8.543e-01 1.180e+02 1.807e-03
0000455 1.403e+01 7.834e+00 1.567e-02 1.435e-02 2.425e-02 2.794e+00 2.605e+00 2.381e+00 1.151e+02 1.807e-03
0000456 1.013e+01 4.255e+00 1.422e-02 1.391e-02 2.202e-02 1.667e+00 1.642e+00 8.953e-01 1.180e+02 1.807e-03
0000457 9.798e+00 4.198e+00 1.370e-02 1.429e-02 2.096e-02 1.618e+00 1.612e+00 9.183e-01 1.154e+02 1.806e-03
0000458 1.008e+01 4.016e+00 1.460e-02 1.415e-02 2.319e-02 1.472e+00 1.596e+00 8.968e-01 1.177e+02 1.806e-03
0000459 9.913e+00 4.431e+00 1.420e-02 1.364e-02 2.232e-02 1.574e+00 1.666e+00 1.140e+00 1.103e+02 1.805e-03
0000460 1.105e+01 4.745e+00 1.576e-02 1.636e-02 2.496e-02 1.854e+00 1.789e+00 1.045e+00 1.115e+02 1.805e-03
0000461 9.426e+00 4.000e+00 1.414e-02 1.465e-02 2.168e-02 1.485e+00 1.459e+00 1.006e+00 1.085e+02 1.804e-03
0000462 9.837e+00 4.496e+00 1.390e-02 1.351e-02 2.272e-02 1.754e+00 1.631e+00 1.061e+00 1.075e+02 1.804e-03
0000463 8.817e+00 3.377e+00 1.342e-02 1.385e-02 2.088e-02 1.284e+00 1.273e+00 7.723e-01 1.140e+02 1.804e-03
0000464 1.106e+01 5.021e+00 1.524e-02 1.555e-02 2.427e-02 1.870e+00 1.756e+00 1.340e+00 1.107e+02 1.803e-03
0000465 1.057e+01 5.019e+00 1.516e-02 1.458e-02 2.220e-02 1.715e+00 1.829e+00 1.423e+00 1.079e+02 1.803e-03
0000466 2.095e+01 1.281e+01 1.930e-02 1.975e-02 3.366e-02 3.528e+00 4.819e+00 4.387e+00 1.129e+02 1.802e-03
0000467 1.092e+01 5.191e+00 1.404e-02 1.509e-02 2.254e-02 1.987e+00 1.828e+00 1.325e+00 1.119e+02 1.802e-03
0000468 9.243e+00 3.627e+00 1.342e-02 1.340e-02 2.147e-02 1.391e+00 1.372e+00 8.161e-01 1.173e+02 1.802e-03
0000469 1.012e+01 4.018e+00 1.558e-02 1.395e-02 2.290e-02 1.598e+00 1.473e+00 8.948e-01 1.173e+02 1.801e-03
0000470 9.713e+00 4.226e+00 1.388e-02 1.451e-02 2.190e-02 1.824e+00 1.518e+00 8.338e-01 1.101e+02 1.801e-03
0000471 1.324e+01 7.844e+00 1.323e-02 1.463e-02 2.288e-02 2.785e+00 2.369e+00 2.640e+00 1.074e+02 1.800e-03
0000472 1.198e+01 5.814e+00 1.425e-02 1.535e-02 2.344e-02 2.295e+00 2.070e+00 1.396e+00 1.173e+02 1.800e-03
0000473 1.417e+01 8.077e+00 1.549e-02 1.458e-02 2.213e-02 2.217e+00 2.895e+00 2.913e+00 1.177e+02 1.800e-03
0000474 1.869e+01 1.216e+01 1.451e-02 1.705e-02 2.453e-02 3.766e+00 4.230e+00 4.105e+00 1.175e+02 1.799e-03
0000475 1.192e+01 5.001e+00 1.616e-02 1.521e-02 2.325e-02 1.675e+00 2.047e+00 1.224e+00 1.278e+02 1.799e-03
0000476 1.424e+01 8.304e+00 1.503e-02 1.291e-02 2.157e-02 3.032e+00 2.728e+00 2.495e+00 1.208e+02 1.798e-03
0000477 1.022e+01 4.228e+00 1.304e-02 1.283e-02 2.041e-02 1.511e+00 1.716e+00 9.545e-01 1.306e+02 1.798e-03
0000478 1.370e+01 7.360e+00 1.457e-02 1.388e-02 2.262e-02 2.368e+00 2.759e+00 2.182e+00 1.253e+02 1.798e-03
0000479 2.094e+01 1.301e+01 1.523e-02 1.703e-02 2.764e-02 4.693e+00 3.835e+00 4.418e+00 1.334e+02 1.797e-03
0000480 1.356e+01 6.628e+00 1.495e-02 1.390e-02 2.307e-02 2.450e+00 2.296e+00 1.830e+00 1.345e+02 1.797e-03
0000481 1.329e+01 6.776e+00 1.319e-02 1.467e-02 2.305e-02 2.384e+00 2.226e+00 2.115e+00 1.290e+02 1.796e-03
0000482 1.011e+01 4.520e+00 1.262e-02 1.245e-02 2.037e-02 1.811e+00 1.613e+00 1.052e+00 1.240e+02 1.796e-03
0000483 1.350e+01 7.306e+00 1.380e-02 1.372e-02 2.185e-02 2.183e+00 2.782e+00 2.293e+00 1.265e+02 1.796e-03
0000484 1.030e+01 4.454e+00 1.279e-02 1.240e-02 1.950e-02 1.649e+00 1.600e+00 1.161e+00 1.319e+02 1.795e-03
0000485 1.540e+01 8.840e+00 1.460e-02 1.486e-02 2.281e-02 3.438e+00 2.769e+00 2.581e+00 1.265e+02 1.795e-03
0000486 1.114e+01 4.954e+00 1.316e-02 1.325e-02 2.118e-02 1.858e+00 1.975e+00 1.074e+00 1.310e+02 1.794e-03
0000487 1.070e+01 4.555e+00 1.401e-02 1.334e-02 2.139e-02 1.899e+00 1.604e+00 1.003e+00 1.270e+02 1.794e-03
0000488 8.703e+00 3.314e+00 1.266e-02 1.286e-02 1.947e-02 1.295e+00 1.325e+00 6.494e-01 1.208e+02 1.794e-03
0000489 1.258e+01 6.862e+00 1.342e-02 1.468e-02 2.170e-02 2.300e+00 2.214e+00 2.299e+00 1.159e+02 1.793e-03
0000490 2.013e+01 1.287e+01 1.872e-02 1.570e-02 2.641e-02 4.254e+00 3.693e+00 4.862e+00 1.204e+02 1.793e-03
0000491 1.082e+01 5.269e+00 1.333e-02 1.339e-02 2.005e-02 1.825e+00 2.031e+00 1.366e+00 1.197e+02 1.792e-03
0000492 9.474e+00 3.807e+00 1.184e-02 1.176e-02 1.921e-02 1.539e+00 1.478e+00 7.474e-01 1.333e+02 1.792e-03
0000493 1.709e+01 1.017e+01 1.433e-02 1.577e-02 2.447e-02 3.395e+00 3.957e+00 2.763e+00 1.279e+02 1.792e-03
0000494 1.592e+01 9.322e+00 1.408e-02 1.632e-02 2.221e-02 2.930e+00 3.619e+00 2.720e+00 1.264e+02 1.791e-03
0000495 1.226e+01 5.596e+00 1.339e-02 1.397e-02 2.148e-02 2.356e+00 2.019e+00 1.172e+00 1.375e+02 1.791e-03
0000496 1.757e+01 1.132e+01 1.312e-02 1.379e-02 2.126e-02 3.691e+00 3.561e+00 4.020e+00 1.307e+02 1.790e-03
0000497 1.273e+01 5.964e+00 1.416e-02 1.469e-02 2.064e-02 2.484e+00 1.940e+00 1.491e+00 1.377e+02 1.790e-03
0000498 9.475e+00 3.529e+00 1.272e-02 1.284e-02 2.011e-02 1.348e+00 1.394e+00 7.419e-01 1.312e+02 1.790e-03
0000499 1.021e+01 4.798e+00 1.249e-02 1.254e-02 1.966e-02 1.698e+00 1.904e+00 1.151e+00 1.220e+02 1.789e-03
0000500 9.600e+00 4.130e+00 1.123e-02 1.196e-02 1.997e-02 1.583e+00 1.508e+00 9.968e-01 1.277e+02 1.789e-03
0000501 1.154e+01 5.353e+00 1.335e-02 1.424e-02 2.253e-02 2.101e+00 2.016e+00 1.186e+00 1.245e+02 1.788e-03
0000502 1.052e+01 5.081e+00 1.245e-02 1.214e-02 1.937e-02 1.906e+00 1.788e+00 1.342e+00 1.247e+02 1.788e-03
0000503 1.118e+01 5.570e+00 1.244e-02 1.237e-02 1.986e-02 1.901e+00 2.056e+00 1.568e+00 1.265e+02 1.788e-03
0000504 1.032e+01 4.554e+00 1.256e-02 1.315e-02 2.021e-02 1.610e+00 1.905e+00 9.929e-01 1.265e+02 1.787e-03
0000505 1.650e+01 1.031e+01 1.480e-02 1.239e-02 2.271e-02 4.408e+00 2.627e+00 3.226e+00 1.250e+02 1.787e-03
0000506 1.223e+01 6.045e+00 1.364e-02 1.255e-02 2.062e-02 2.024e+00 2.328e+00 1.647e+00 1.332e+02 1.786e-03
0000507 1.328e+01 6.809e+00 1.411e-02 1.355e-02 2.320e-02 2.563e+00 2.484e+00 1.712e+00 1.282e+02 1.786e-03
0000508 1.634e+01 1.025e+01 1.238e-02 1.578e-02 2.127e-02 3.353e+00 3.456e+00 3.392e+00 1.242e+02 1.786e-03
0000509 9.647e+00 4.135e+00 1.119e-02 1.174e-02 1.834e-02 1.574e+00 1.552e+00 9.668e-01 1.346e+02 1.785e-03
0000510 1.703e+01 9.796e+00 1.210e-02 1.865e-02 2.289e-02 3.088e+00 3.376e+00 3.279e+00 1.359e+02 1.785e-03
0000511 1.081e+01 4.569e+00 1.309e-02 1.218e-02 2.016e-02 1.738e+00 1.710e+00 1.076e+00 1.384e+02 1.784e-03
0000512 9.826e+00 4.237e+00 1.194e-02 1.210e-02 1.865e-02 1.639e+00 1.572e+00 9.841e-01 1.319e+02 1.784e-03
0000513 9.525e+00 4.133e+00 1.120e-02 1.255e-02 1.847e-02 1.508e+00 1.638e+00 9.444e-01 1.287e+02 1.784e-03
0000514 1.271e+01 6.879e+00 1.349e-02 1.202e-02 2.090e-02 2.420e+00 2.435e+00 1.978e+00 1.267e+02 1.783e-03
0000515 1.082e+01 5.073e+00 1.241e-02 1.294e-02 1.981e-02 1.850e+00 1.879e+00 1.299e+00 1.283e+02 1.783e-03
0000516 1.088e+01 5.149e+00 1.215e-02 1.150e-02 1.943e-02 2.003e+00 1.914e+00 1.190e+00 1.340e+02 1.782e-03
0000517 9.212e+00 3.965e+00 1.120e-02 1.137e-02 1.871e-02 1.561e+00 1.571e+00 7.915e-01 1.281e+02 1.782e-03
0000518 2.862e+01 2.158e+01 1.514e-02 1.533e-02 2.716e-02 5.454e+00 6.941e+00 9.131e+00 1.232e+02 1.782e-03
0000519 1.286e+01 6.056e+00 1.314e-02 1.496e-02 2.409e-02 2.125e+00 2.281e+00 1.598e+00 1.314e+02 1.781e-03
0000520 8.804e+00 3.335e+00 1.170e-02 1.206e-02 1.888e-02 1.221e+00 1.384e+00 6.882e-01 1.293e+02 1.781e-03
0000521 1.036e+01 4.599e+00 1.279e-02 1.321e-02 2.081e-02 1.722e+00 1.691e+00 1.139e+00 1.240e+02 1.780e-03
0000522 1.368e+01 8.336e+00 1.234e-02 1.311e-02 1.945e-02 2.941e+00 2.511e+00 2.839e+00 1.200e+02 1.780e-03
0000523 1.049e+01 4.411e+00 1.266e-02 1.349e-02 2.072e-02 1.739e+00 1.603e+00 1.022e+00 1.307e+02 1.780e-03
0000524 8.593e+00 3.518e+00 1.113e-02 1.165e-02 1.866e-02 1.568e+00 1.226e+00 6.831e-01 1.234e+02 1.779e-03
0000525 1.530e+01 9.463e+00 1.377e-02 1.308e-02 2.210e-02 2.684e+00 3.915e+00 2.816e+00 1.203e+02 1.779e-03
0000526 1.124e+01 5.151e+00 1.169e-02 1.259e-02 1.921e-02 1.924e+00 1.769e+00 1.415e+00 1.409e+02 1.779e-03
0000527 8.730e+00 3.242e+00 1.131e-02 1.142e-02 1.795e-02 1.234e+00 1.330e+00 6.374e-01 1.359e+02 1.778e-03
0000528 9.143e+00 3.968e+00 1.154e-02 1.204e-02 1.772e-02 1.577e+00 1.569e+00 7.809e-01 1.263e+02 1.778e-03
0000529 1.113e+01 6.049e+00 1.180e-02 1.206e-02 1.868e-02 2.068e+00 2.267e+00 1.671e+00 1.205e+02 1.777e-03
0000530 1.745e+01 1.122e+01 1.410e-02 1.317e-02 2.201e-02 3.703e+00 3.904e+00 3.563e+00 1.275e+02 1.777e-03
0000531 1.397e+01 8.200e+00 1.247e-02 1.241e-02 1.884e-02 3.091e+00 2.510e+00 2.555e+00 1.329e+02 1.777e-03
0000532 1.990e+01 1.296e+01 1.377e-02 1.455e-02 2.109e-02 4.193e+00 3.774e+00 4.942e+00 1.415e+02 1.776e-03
0000533 1.029e+01 4.148e+00 1.174e-02 1.249e-02 1.910e-02 1.558e+00 1.658e+00 8.887e-01 1.427e+02 1.776e-03
0000534 8.437e+00 3.217e+00 1.098e-02 1.118e-02 1.728e-02 1.208e+00 1.388e+00 5.819e-01 1.334e+02 1.775e-03
0000535 1.019e+01 5.075e+00 1.098e-02 1.216e-02 1.793e-02 1.720e+00 1.981e+00 1.333e+00 1.256e+02 1.775e-03
0000536 1.137e+01 5.749e+00 1.167e-02 1.220e-02 1.846e-02 2.229e+00 1.973e+00 1.504e+00 1.339e+02 1.775e-03
0000537 1.277e+01 6.748e+00 1.127e-02 1.396e-02 2.148e-02 1.911e+00 2.826e+00 1.965e+00 1.298e+02 1.774e-03
0000538 1.990e+01 1.364e+01 1.313e-02 1.517e-02 2.059e-02 3.812e+00 5.334e+00 4.440e+00 1.291e+02 1.774e-03
0000539 1.474e+01 8.472e+00 1.156e-02 1.307e-02 1.944e-02 2.922e+00 2.650e+00 2.856e+00 1.431e+02 1.773e-03
0000540 2.577e+01 1.650e+01 1.681e-02 2.008e-02 2.866e-02 5.645e+00 5.277e+00 5.509e+00 1.425e+02 1.773e-03
0000541 1.036e+01 4.304e+00 1.177e-02 1.312e-02 1.958e-02 1.888e+00 1.468e+00 9.035e-01 1.371e+02 1.773e-03
0000542 9.299e+00 4.081e+00 1.070e-02 1.196e-02 1.828e-02 1.643e+00 1.489e+00 9.087e-01 1.284e+02 1.772e-03
0000543 1.387e+01 8.233e+00 1.266e-02 1.294e-02 1.998e-02 2.966e+00 2.553e+00 2.668e+00 1.247e+02 1.772e-03
0000544 8.888e+00 3.515e+00 1.228e-02 1.160e-02 1.820e-02 1.397e+00 1.366e+00 7.099e-01 1.287e+02 1.771e-03
0000545 1.108e+01 6.179e+00 1.126e-02 1.153e-02 1.843e-02 2.075e+00 2.129e+00 1.934e+00 1.199e+02 1.771e-03
0000546 9.172e+00 3.912e+00 1.070e-02 1.211e-02 1.773e-02 1.468e+00 1.471e+00 9.316e-01 1.307e+02 1.771e-03
0000547 1.545e+01 9.539e+00 1.296e-02 1.399e-02 2.083e-02 3.302e+00 3.008e+00 3.181e+00 1.247e+02 1.770e-03
0000548 1.247e+01 6.189e+00 1.310e-02 1.544e-02 2.072e-02 1.862e+00 2.541e+00 1.737e+00 1.285e+02 1.770e-03
0000549 9.356e+00 4.198e+00 1.144e-02 1.217e-02 1.728e-02 1.593e+00 1.524e+00 1.040e+00 1.272e+02 1.769e-03
0000550 8.719e+00 3.786e+00 1.072e-02 1.146e-02 1.724e-02 1.576e+00 1.426e+00 7.452e-01 1.261e+02 1.769e-03
0000551 8.418e+00 3.377e+00 1.054e-02 1.166e-02 1.815e-02 1.262e+00 1.451e+00 6.244e-01 1.259e+02 1.769e-03
0000552 9.845e+00 4.970e+00 1.079e-02 1.117e-02 1.806e-02 1.814e+00 1.815e+00 1.301e+00 1.228e+02 1.768e-03
0000553 9.488e+00 4.462e+00 1.126e-02 1.193e-02 1.822e-02 1.779e+00 1.646e+00 9.955e-01 1.224e+02 1.768e-03
0000554 1.020e+01 5.136e+00 1.095e-02 1.203e-02 1.851e-02 1.824e+00 1.854e+00 1.416e+00 1.231e+02 1.767e-03
0000555 1.155e+01 5.943e+00 1.183e-02 1.271e-02 1.978e-02 2.046e+00 2.111e+00 1.742e+00 1.274e+02 1.767e-03
0000556 9.366e+00 4.136e+00 1.174e-02 1.116e-02 1.721e-02 1.488e+00 1.496e+00 1.112e+00 1.314e+02 1.767e-03
0000557 1.126e+01 5.791e+00 1.264e-02 1.178e-02 1.959e-02 2.223e+00 2.032e+00 1.492e+00 1.252e+02 1.766e-03
0000558 1.070e+01 5.054e+00 1.253e-02 1.308e-02 2.088e-02 1.733e+00 1.892e+00 1.382e+00 1.225e+02 1.766e-03
0000559 1.313e+01 7.964e+00 1.197e-02 1.258e-02 1.911e-02 2.768e+00 2.675e+00 2.477e+00 1.193e+02 1.765e-03
0000560 8.305e+00 3.218e+00 1.114e-02 1.102e-02 1.770e-02 1.264e+00 1.305e+00 6.089e-01 1.286e+02 1.765e-03
0000561 8.816e+00 3.928e+00 1.129e-02 1.155e-02 1.770e-02 1.445e+00 1.528e+00 9.138e-01 1.216e+02 1.765e-03
0000562 1.298e+01 7.817e+00 1.179e-02 1.168e-02 1.913e-02 2.355e+00 2.471e+00 2.948e+00 1.222e+02 1.764e-03
0000563 1.503e+01 9.032e+00 1.257e-02 1.311e-02 1.989e-02 3.182e+00 3.076e+00 2.729e+00 1.326e+02 1.764e-03
0000564 1.012e+01 4.788e+00 1.061e-02 1.209e-02 1.787e-02 1.621e+00 1.828e+00 1.298e+00 1.324e+02 1.763e-03
0000565 1.049e+01 4.887e+00 1.201e-02 1.202e-02 1.870e-02 1.791e+00 1.814e+00 1.240e+00 1.322e+02 1.763e-03
0000566 9.459e+00 4.293e+00 1.089e-02 1.201e-02 1.787e-02 1.641e+00 1.599e+00 1.013e+00 1.277e+02 1.763e-03
0000567 1.014e+01 4.858e+00 1.184e-02 1.331e-02 1.780e-02 1.965e+00 1.612e+00 1.238e+00 1.239e+02 1.762e-03
0000568 7.610e+00 2.835e+00 1.046e-02 1.118e-02 1.666e-02 1.115e+00 1.181e+00 5.002e-01 1.257e+02 1.762e-03
0000569 9.410e+00 4.607e+00 1.128e-02 1.201e-02 1.753e-02 1.615e+00 1.638e+00 1.313e+00 1.187e+02 1.762e-03
0000570 2.014e+01 1.476e+01 1.155e-02 1.372e-02 2.040e-02 4.672e+00 4.473e+00 5.567e+00 1.189e+02 1.761e-03
0000571 9.292e+00 4.178e+00 1.062e-02 1.142e-02 1.733e-02 1.657e+00 1.564e+00 9.174e-01 1.309e+02 1.761e-03
0000572 1.212e+01 5.854e+00 1.225e-02 1.491e-02 2.139e-02 2.020e+00 1.982e+00 1.803e+00 1.302e+02 1.760e-03
0000573 1.246e+01 6.290e+00 1.334e-02 1.479e-02 2.194e-02 2.248e+00 2.230e+00 1.763e+00 1.243e+02 1.760e-03
0000574 8.755e+00 3.633e+00 1.118e-02 1.224e-02 1.816e-02 1.435e+00 1.470e+00 6.867e-01 1.242e+02 1.760e-03
0000575 1.083e+01 6.082e+00 1.193e-02 1.159e-02 1.737e-02 2.213e+00 1.967e+00 1.861e+00 1.171e+02 1.759e-03
0000576 8.919e+00 3.897e+00 1.082e-02 1.163e-02 1.830e-02 1.493e+00 1.449e+00 9.133e-01 1.242e+02 1.759e-03
0000577 1.168e+01 6.644e+00 1.078e-02 1.285e-02 1.787e-02 2.373e+00 2.061e+00 2.169e+00 1.224e+02 1.758e-03
0000578 1.590e+01 9.247e+00 1.630e-02 1.284e-02 2.358e-02 3.332e+00 2.709e+00 3.153e+00 1.272e+02 1.758e-03
0000579 1.055e+01 5.175e+00 1.152e-02 1.230e-02 1.864e-02 1.631e+00 1.997e+00 1.505e+00 1.276e+02 1.758e-03
0000580 9.039e+00 3.766e+00 1.151e-02 1.172e-02 1.835e-02 1.387e+00 1.546e+00 7.911e-01 1.278e+02 1.757e-03
0000581 7.642e+00 2.928e+00 1.065e-02 1.076e-02 1.706e-02 1.137e+00 1.225e+00 5.272e-01 1.236e+02 1.757e-03
0000582 7.671e+00 3.207e+00 1.018e-02 1.143e-02 1.668e-02 1.165e+00 1.268e+00 7.348e-01 1.176e+02 1.756e-03
0000583 1.034e+01 5.372e+00 1.105e-02 1.295e-02 1.933e-02 1.821e+00 1.946e+00 1.562e+00 1.158e+02 1.756e-03
0000584 1.004e+01 5.278e+00 1.028e-02 1.230e-02 1.806e-02 1.879e+00 1.920e+00 1.438e+00 1.182e+02 1.756e-03
0000585 1.022e+01 5.224e+00 1.090e-02 1.242e-02 1.821e-02 2.078e+00 1.883e+00 1.221e+00 1.213e+02 1.755e-03
0000586 1.144e+01 6.183e+00 1.200e-02 1.201e-02 1.925e-02 2.348e+00 1.945e+00 1.846e+00 1.226e+02 1.755e-03
0000587 9.435e+00 4.315e+00 1.222e-02 1.114e-02 1.834e-02 1.672e+00 1.516e+00 1.085e+00 1.238e+02 1.754e-03
0000588 8.268e+00 3.578e+00 1.082e-02 1.135e-02 1.765e-02 1.121e+00 1.532e+00 8.847e-01 1.188e+02 1.754e-03
0000589 9.282e+00 4.298e+00 1.162e-02 1.207e-02 1.760e-02 1.495e+00 1.656e+00 1.106e+00 1.217e+02 1.754e-03
0000590 1.334e+01 8.221e+00 1.252e-02 1.355e-02 1.829e-02 2.629e+00 3.315e+00 2.232e+00 1.163e+02 1.753e-03
0000591 9.902e+00 4.293e+00 1.172e-02 1.105e-02 2.055e-02 1.456e+00 1.690e+00 1.104e+00 1.305e+02 1.753e-03
0000592 1.081e+01 5.478e+00 1.170e-02 1.325e-02 1.925e-02 1.679e+00 2.152e+00 1.603e+00 1.217e+02 1.753e-03
0000593 8.966e+00 4.046e+00 1.121e-02 1.217e-02 1.785e-02 1.541e+00 1.462e+00 1.003e+00 1.203e+02 1.752e-03
0000594 1.251e+01 7.594e+00 1.192e-02 1.105e-02 1.814e-02 2.593e+00 2.571e+00 2.389e+00 1.205e+02 1.752e-03
0000595 9.914e+00 4.423e+00 1.218e-02 1.170e-02 1.827e-02 1.607e+00 1.593e+00 1.180e+00 1.313e+02 1.751e-03
0000596 1.242e+01 6.825e+00 1.233e-02 1.196e-02 2.026e-02 2.139e+00 2.257e+00 2.384e+00 1.266e+02 1.751e-03
0000597 1.271e+01 6.658e+00 1.205e-02 1.588e-02 1.961e-02 2.785e+00 2.210e+00 1.616e+00 1.284e+02 1.751e-03
0000598 8.646e+00 3.997e+00 1.039e-02 1.123e-02 1.636e-02 1.460e+00 1.444e+00 1.055e+00 1.234e+02 1.750e-03
0000599 8.306e+00 3.476e+00 9.618e-03 1.116e-02 1.590e-02 1.449e+00 1.335e+00 6.557e-01 1.327e+02 1.750e-03
0000600 2.086e+01 1.162e+01 1.255e-02 2.559e-02 3.120e-02 4.071e+00 3.817e+00 3.660e+00 1.343e+02 1.749e-03
0000601 1.710e+01 1.151e+01 1.206e-02 1.154e-02 1.937e-02 4.014e+00 3.309e+00 4.144e+00 1.311e+02 1.749e-03
0000602 9.247e+00 3.820e+00 1.068e-02 1.128e-02 1.697e-02 1.356e+00 1.501e+00 9.242e-01 1.404e+02 1.749e-03
0000603 8.851e+00 3.778e+00 1.076e-02 1.053e-02 1.720e-02 1.238e+00 1.544e+00 9.567e-01 1.328e+02 1.748e-03
0000604 1.804e+01 1.244e+01 1.125e-02 1.182e-02 2.085e-02 3.593e+00 3.820e+00 4.985e+00 1.285e+02 1.748e-03
0000605 1.225e+01 6.648e+00 1.221e-02 1.086e-02 1.862e-02 2.437e+00 2.300e+00 1.869e+00 1.355e+02 1.747e-03
0000606 9.089e+00 4.275e+00 9.435e-03 1.054e-02 1.633e-02 1.401e+00 1.693e+00 1.145e+00 1.336e+02 1.747e-03
0000607 1.435e+01 7.982e+00 1.246e-02 1.322e-02 2.140e-02 2.974e+00 2.602e+00 2.359e+00 1.363e+02 1.747e-03
