      IND             SHC     g | h         n         m
        1    8.021779e+05         g         1         0
        2   -1.392395e+05         g         1         1
        3    4.064296e+04         h         1         1
        4    2.976320e+04         g         2         0
        5   -1.386400e+05         g         2         1
        6   -1.045538e+05         h         2         1
        7    1.173106e+05         g         2         2
        8    5.005026e+04         h         2         2
        9    8.903992e+03         g         3         0
       10   -1.138612e+05         g         3         1
       11   -9.990751e+04         h         3         1
       12    4.633389e+04         g         3         2
       13    1.294627e+05         h         3         2
       14   -3.924283e+03         g         3         3
       15   -8.383897e+04         h         3         3
       16   -1.282428e+05         g         4         0
       17   -3.195004e+04         g         4         1
       18    1.207195e+05         h         4         1
       19   -1.016563e+04         g         4         2
       20    1.062867e+05         h         4         2
       21   -4.106538e+04         g         4         3
       22   -3.077293e+03         h         4         3
       23   -6.849193e+04         g         4         4
       24   -5.852119e+03         h         4         4
       25   -9.015707e+04         g         5         0
       26    2.070289e+04         g         5         1
       27    2.210071e+05         h         5         1
       28    7.846928e+04         g         5         2
       29   -6.377453e+03         h         5         2
       30   -8.319566e+04         g         5         3
       31    2.774159e+04         h         5         3
       32   -1.240077e+04         g         5         4
       33    5.017644e+04         h         5         4
       34   -2.438571e+04         g         5         5
       35    4.784308e+04         h         5         5
       36   -1.167058e+05         g         6         0
       37    5.429052e+04         g         6         1
       38    7.437202e+04         h         6         1
       39    7.227514e+04         g         6         2
       40   -5.386882e+04         h         6         2
       41   -7.385979e+04         g         6         3
       42   -3.042177e+03         h         6         3
       43    1.474266e+04         g         6         4
       44    8.255329e+04         h         6         4
       45    8.270415e+03         g         6         5
       46   -2.146132e+04         h         6         5
       47    4.753006e+04         g         6         6
       48    2.923857e+04         h         6         6
       49   -1.142792e+04         g         7         0
       50    4.536604e+04         g         7         1
       51   -4.319992e+04         h         7         1
       52   -5.024429e+04         g         7         2
       53   -9.319604e+04         h         7         2
       54   -1.322749e+04         g         7         3
       55    1.411357e+04         h         7         3
       56   -5.112925e+04         g         7         4
       57    4.083642e+04         h         7         4
       58    2.547106e+04         g         7         5
       59   -4.991569e+04         h         7         5
       60   -1.765593e+04         g         7         6
       61   -1.467651e+04         h         7         6
       62    2.847498e+04         g         7         7
       63   -4.280095e+04         h         7         7
       64    1.239586e+05         g         8         0
       65    1.242570e+03         g         8         1
       66   -3.800473e+04         h         8         1
       67   -6.903610e+04         g         8         2
       68   -1.087306e+05         h         8         2
       69    1.349154e+03         g         8         3
       70    9.414659e+04         h         8         3
       71   -4.477002e+04         g         8         4
       72   -1.613790e+04         h         8         4
       73   -1.607913e+04         g         8         5
       74    2.217716e+04         h         8         5
       75   -4.009668e+04         g         8         6
       76   -3.074944e+04         h         8         6
       77   -1.276293e+04         g         8         7
       78    8.698776e+03         h         8         7
       79   -2.882314e+04         g         8         8
       80   -2.989740e+04         h         8         8
       81    8.248327e+04         g         9         0
       82   -2.630499e+04         g         9         1
       83   -7.559460e+04         h         9         1
       84    1.372174e+04         g         9         2
       85   -2.349315e+04         h         9         2
       86    8.473016e+03         g         9         3
       87    7.286789e+04         h         9         3
       88    4.145597e+04         g         9         4
       89   -1.410725e+04         h         9         4
       90   -3.233634e+04         g         9         5
       91    4.115890e+04         h         9         5
       92    1.868516e+04         g         9         6
       93   -2.182230e+03         h         9         6
       94   -1.875033e+04         g         9         7
       95    2.175336e+04         h         9         7
       96    1.675368e+04         g         9         8
       97    9.621255e+03         h         9         8
       98   -2.766068e+04         g         9         9
       99    2.139666e+04         h         9         9
      100   -6.822023e+03         g        10         0
      101    1.262280e+04         g        10         1
      102   -9.295120e+04         h        10         1
      103    2.668066e+04         g        10         2
      104    8.187360e+04         h        10         2
      105    6.052931e+04         g        10         3
      106   -3.355523e+04         h        10         3
      107    5.790287e+04         g        10         4
      108   -2.215829e+04         h        10         4
      109    5.803320e+03         g        10         5
      110   -5.238902e+03         h        10         5
      111    2.847249e+04         g        10         6
      112   -1.159580e+04         h        10         6
      113    1.221642e+04         g        10         7
      114   -2.268967e+04         h        10         7
      115    3.681683e+04         g        10         8
      116    5.376655e+03         h        10         8
      117    1.277839e+04         g        10         9
      118   -1.046471e+04         h        10         9
      119    1.585102e+04         g        10        10
      120    2.463966e+04         h        10        10
      121    1.546376e+04         g        11         0
      122    6.382611e+04         g        11         1
      123    1.141709e+04         h        11         1
      124   -2.225379e+04         g        11         2
      125    8.984232e+04         h        11         2
      126    7.390696e+04         g        11         3
      127   -7.772090e+04         h        11         3
      128    5.995345e+03         g        11         4
      129   -5.597693e+04         h        11         4
      130    7.279706e+03         g        11         5
      131   -6.908217e+03         h        11         5
      132   -1.649446e+04         g        11         6
      133   -5.118839e+04         h        11         6
      134   -5.723165e+03         g        11         7
      135   -2.473553e+04         h        11         7
      136    1.501926e+04         g        11         8
      137   -3.407483e+04         h        11         8
      138    4.874518e+03         g        11         9
      139   -2.840502e+04         h        11         9
      140   -2.427909e+03         g        11        10
      141   -1.127462e+04         h        11        10
      142    1.864051e+04         g        11        11
      143   -9.136468e+03         h        11        11
      144    5.926622e+04         g        12         0
      145    4.360691e+04         g        12         1
      146    1.120636e+05         h        12         1
      147   -1.431234e+04         g        12         2
      148    3.948937e+04         h        12         2
      149    1.551984e+03         g        12         3
      150   -4.564918e+04         h        12         3
      151   -1.351383e+04         g        12         4
      152   -2.359802e+04         h        12         4
      153   -2.119642e+04         g        12         5
      154    2.279984e+04         h        12         5
      155   -2.240316e+04         g        12         6
      156   -2.777122e+04         h        12         6
      157   -4.605950e+04         g        12         7
      158    1.820067e+04         h        12         7
      159    1.231238e+04         g        12         8
      160   -2.159237e+04         h        12         8
      161   -3.151706e+04         g        12         9
      162   -1.409984e+04         h        12         9
      163   -1.697203e+04         g        12        10
      164   -6.718381e+02         h        12        10
      165   -1.433573e+04         g        12        11
      166   -1.577649e+02         h        12        11
      167   -4.228335e+03         g        12        12
      168   -1.339496e+04         h        12        12
      169    4.558488e+04         g        13         0
      170   -2.614642e+04         g        13         1
      171    9.234274e+04         h        13         1
      172    3.496171e+04         g        13         2
      173    1.347580e+04         h        13         2
      174   -5.603940e+04         g        13         3
      175   -1.229363e+04         h        13         3
      176    8.026614e+02         g        13         4
      177    5.308751e+04         h        13         4
      178    5.882892e+03         g        13         5
      179    8.095896e+03         h        13         5
      180    5.898968e+03         g        13         6
      181    2.828922e+04         h        13         6
      182   -2.284264e+04         g        13         7
      183    3.189947e+04         h        13         7
      184    3.284934e+04         g        13         8
      185    1.002751e+04         h        13         8
      186   -1.791707e+04         g        13         9
      187   -4.337979e+03         h        13         9
      188   -5.171291e+03         g        13        10
      189    3.044877e+04         h        13        10
      190   -7.251804e+03         g        13        11
      191    1.400751e+04         h        13        11
      192   -3.733248e+03         g        13        12
      193    1.404802e+04         h        13        12
      194   -1.000580e+04         g        13        13
      195    7.151509e+02         h        13        13
      196    3.690822e+04         g        14         0
      197   -7.593659e+04         g        14         1
      198    3.902173e+03         h        14         1
      199    3.751564e+04         g        14         2
      200   -2.288477e+03         h        14         2
      201   -4.497715e+04         g        14         3
      202    4.184166e+03         h        14         3
      203   -2.260112e+03         g        14         4
      204    5.485595e+04         h        14         4
      205    4.470400e+04         g        14         5
      206   -3.383953e+04         h        14         5
      207    3.995891e+03         g        14         6
      208    2.967851e+04         h        14         6
      209    2.219040e+04         g        14         7
      210    7.455575e+03         h        14         7
      211    2.691134e+04         g        14         8
      212   -8.839577e+03         h        14         8
      213    8.320488e+03         g        14         9
      214   -1.283409e+04         h        14         9
      215    1.036496e+04         g        14        10
      216    1.581806e+04         h        14        10
      217    1.438343e+04         g        14        11
      218    9.072253e+03         h        14        11
      219    8.304873e+03         g        14        12
      220    1.021508e+04         h        14        12
      221    9.786873e+03         g        14        13
      222    4.934925e+03         h        14        13
      223   -1.198596e+03         g        14        14
      224    6.938871e+03         h        14        14
      225    3.407652e+04         g        15         0
      226   -8.780811e+04         g        15         1
      227   -5.691871e+04         h        15         1
      228   -8.506254e+03         g        15         2
      229   -2.493439e+04         h        15         2
      230   -2.741997e+04         g        15         3
      231    1.831442e+04         h        15         3
      232   -2.064071e+04         g        15         4
      233   -1.883151e+03         h        15         4
      234    7.380702e+03         g        15         5
      235   -3.574535e+04         h        15         5
      236   -2.162697e+04         g        15         6
      237    9.765669e+03         h        15         6
      238    1.749528e+04         g        15         7
      239   -4.400893e+03         h        15         7
      240   -1.330051e+04         g        15         8
      241   -2.973858e+04         h        15         8
      242   -8.438070e+03         g        15         9
      243   -8.540034e+03         h        15         9
      244    6.149110e+03         g        15        10
      245   -8.765261e+03         h        15        10
      246    4.110251e+02         g        15        11
      247   -3.682452e+03         h        15        11
      248    6.834338e+03         g        15        12
      249   -3.711837e+03         h        15        12
      250    6.477919e+03         g        15        13
      251   -5.912706e+03         h        15        13
      252    5.524902e+03         g        15        14
      253   -6.428396e+03         h        15        14
      254    4.380053e+03         g        15        15
      255    1.933598e+03         h        15        15
      256   -1.712771e+04         g        16         0
      257   -6.656144e+04         g        16         1
      258   -3.984468e+04         h        16         1
      259   -3.375204e+04         g        16         2
      260   -2.246228e+04         h        16         2
      261   -2.190029e+04         g        16         3
      262    2.522533e+04         h        16         3
      263   -1.790003e+04         g        16         4
      264   -1.608258e+04         h        16         4
      265   -4.737077e+04         g        16         5
      266    5.778241e+03         h        16         5
      267   -1.431752e+04         g        16         6
      268    2.519085e+04         h        16         6
      269    2.929063e+03         g        16         7
      270    8.326290e+03         h        16         7
      271   -3.719557e+04         g        16         8
      272   -1.953155e+03         h        16         8
      273   -2.101923e+04         g        16         9
      274    2.012725e+04         h        16         9
      275    1.074972e+03         g        16        10
      276    9.224710e+02         h        16        10
      277   -1.662146e+04         g        16        11
      278    2.033620e+03         h        16        11
      279   -4.235957e+03         g        16        12
      280    8.045293e+03         h        16        12
      281   -4.538800e+03         g        16        13
      282   -6.140377e+03         h        16        13
      283   -3.321329e+03         g        16        14
      284   -4.427823e+03         h        16        14
      285   -3.358492e+03         g        16        15
      286   -5.794084e+03         h        16        15
      287    2.303117e+03         g        16        16
      288   -2.391960e+03         h        16        16
      289   -6.312791e+04         g        17         0
      290   -1.090411e+04         g        17         1
      291    2.753491e+04         h        17         1
      292   -4.486433e+03         g        17         2
      293   -4.277525e+03         h        17         2
      294    5.650480e+03         g        17         3
      295    8.944598e+03         h        17         3
      296    1.401445e+04         g        17         4
      297    9.997598e+02         h        17         4
      298   -3.346861e+04         g        17         5
      299    2.966305e+04         h        17         5
      300    2.787047e+04         g        17         6
      301    2.611691e+04         h        17         6
      302    1.819214e+04         g        17         7
      303    5.305200e+03         h        17         7
      304   -1.879655e+04         g        17         8
      305    2.214162e+04         h        17         8
      306    6.631378e+03         g        17         9
      307    3.244494e+04         h        17         9
      308    1.363051e+04         g        17        10
      309    6.524799e+03         h        17        10
      310   -3.364279e+03         g        17        11
      311    1.133879e+04         h        17        11
      312    1.884734e+03         g        17        12
      313    1.865694e+04         h        17        12
      314    2.219761e+03         g        17        13
      315    4.547075e+03         h        17        13
      316   -4.042289e+03         g        17        14
      317    3.331416e+03         h        17        14
      318   -2.200134e+03         g        17        15
      319    5.749070e+02         h        17        15
      320   -4.652969e+03         g        17        16
      321    1.245890e+03         h        17        16
      322   -9.554853e+02         g        17        17
      323   -2.205229e+03         h        17        17
      324   -3.695226e+04         g        18         0
      325    4.548667e+04         g        18         1
      326    5.770134e+04         h        18         1
      327    3.241448e+04         g        18         2
      328   -1.199167e+04         h        18         2
      329    2.836094e+04         g        18         3
      330   -2.591767e+04         h        18         3
      331    3.587116e+04         g        18         4
      332   -9.701343e+03         h        18         4
      333    2.961553e+03         g        18         5
      334    5.807693e+03         h        18         5
      335    4.301888e+04         g        18         6
      336   -2.038176e+04         h        18         6
      337    1.453190e+04         g        18         7
      338   -2.374831e+04         h        18         7
      339    3.433188e+03         g        18         8
      340    6.581403e+03         h        18         8
      341    2.402017e+04         g        18         9
      342    6.158877e+03         h        18         9
      343    1.600647e+04         g        18        10
      344   -1.568275e+04         h        18        10
      345    7.967450e+03         g        18        11
      346    6.422170e+02         h        18        11
      347    1.316608e+04         g        18        12
      348    3.773099e+03         h        18        12
      349    8.527875e+03         g        18        13
      350    7.832623e+02         h        18        13
      351    5.326437e+03         g        18        14
      352   -8.871477e+02         h        18        14
      353    3.035589e+03         g        18        15
      354    6.736465e+02         h        18        15
      355    3.893592e+02         g        18        16
      356    8.343022e+02         h        18        16
      357    1.167489e+02         g        18        17
      358    3.414068e+03         h        18        17
      359   -1.845350e+03         g        18        18
      360    7.584644e+01         h        18        18
      361    7.240797e+03         g        19         0
      362    5.043562e+04         g        19         1
      363    2.136900e+04         h        19         1
      364    2.249406e+04         g        19         2
      365   -2.954958e+04         h        19         2
      366    7.497047e+03         g        19         3
      367   -3.869854e+04         h        19         3
      368    1.718954e+04         g        19         4
      369   -2.112883e+04         h        19         4
      370    3.847997e+02         g        19         5
      371   -1.984985e+04         h        19         5
      372    7.529796e+03         g        19         6
      373   -4.454781e+04         h        19         6
      374   -2.496572e+04         g        19         7
      375   -3.161753e+04         h        19         7
      376    6.300295e+02         g        19         8
      377   -2.444825e+03         h        19         8
      378    4.228708e+03         g        19         9
      379   -1.780920e+04         h        19         9
      380   -9.331640e+03         g        19        10
      381   -2.339639e+04         h        19        10
      382   -2.904295e+03         g        19        11
      383   -8.376079e+03         h        19        11
      384    4.737591e+03         g        19        12
      385   -1.022737e+04         h        19        12
      386   -2.084478e+03         g        19        13
      387   -8.182912e+03         h        19        13
      388    2.508084e+03         g        19        14
      389   -6.024368e+03         h        19        14
      390    2.756387e+02         g        19        15
      391   -7.608131e+03         h        19        15
      392    8.583918e+02         g        19        16
      393   -2.784279e+03         h        19        16
      394    5.224048e+02         g        19        17
      395   -4.463812e+02         h        19        17
      396    2.285320e+03         g        19        18
      397    6.210321e+02         h        19        18
      398   -4.616913e+02         g        19        19
      399    1.390468e+03         h        19        19
      400    6.665397e+03         g        20         0
      401    9.575526e+03         g        20         1
      402   -1.826070e+04         h        20         1
      403   -1.030398e+04         g        20         2
      404   -1.569310e+04         h        20         2
      405   -1.911302e+04         g        20         3
      406   -3.845995e+03         h        20         3
      407   -1.099670e+04         g        20         4
      408    1.849492e+03         h        20         4
      409   -5.649822e+03         g        20         5
      410   -6.312253e+03         h        20         5
      411   -2.329910e+04         g        20         6
      412   -1.025000e+04         h        20         6
      413   -3.724061e+04         g        20         7
      414    4.282206e+02         h        20         7
      415    8.913030e+02         g        20         8
      416    1.408779e+04         h        20         8
      417   -9.249433e+03         g        20         9
      418   -9.637203e+03         h        20         9
      419   -2.543849e+04         g        20        10
      420    4.098258e+01         h        20        10
      421   -6.503722e+03         g        20        11
      422    4.058343e+03         h        20        11
      423   -6.047135e+03         g        20        12
      424   -5.147839e+03         h        20        12
      425   -1.026333e+04         g        20        13
      426   -3.218329e+02         h        20        13
      427   -5.199919e+03         g        20        14
      428   -3.199313e+01         h        20        14
      429   -4.674294e+03         g        20        15
      430   -5.443135e+03         h        20        15
      431   -5.178691e+03         g        20        16
      432   -1.773494e+03         h        20        16
      433   -1.652592e+03         g        20        17
      434   -1.213596e+03         h        20        17
      435   -4.865325e+02         g        20        18
      436   -1.127051e+02         h        20        18
      437    8.151002e+02         g        20        19
      438   -1.345160e+03         h        20        19
      439    9.157748e+02         g        20        20
      440    7.018644e+02         h        20        20
      441   -8.913229e+03         g        21         0
      442   -2.108670e+04         g        21         1
      443   -2.284419e+04         h        21         1
      444   -1.306389e+04         g        21         2
      445    1.367393e+04         h        21         2
      446   -8.830195e+03         g        21         3
      447    3.669930e+04         h        21         3
      448   -8.906191e+03         g        21         4
      449    1.951579e+04         h        21         4
      450    1.536343e+04         g        21         5
      451    1.588501e+04         h        21         5
      452   -1.098428e+04         g        21         6
      453    2.059069e+04         h        21         6
      454   -2.902538e+03         g        21         7
      455    2.403189e+04         h        21         7
      456    1.987181e+04         g        21         8
      457    1.324942e+04         h        21         8
      458    2.325359e+03         g        21         9
      459    7.100445e+02         h        21         9
      460   -8.760227e+03         g        21        10
      461    1.500248e+04         h        21        10
      462    7.935245e+03         g        21        11
      463    1.126206e+04         h        21        11
      464    5.592883e+02         g        21        12
      465   -1.305743e+03         h        21        12
      466   -2.658748e+03         g        21        13
      467    9.240133e+03         h        21        13
      468    4.565519e+02         g        21        14
      469    4.906804e+03         h        21        14
      470   -2.236432e+03         g        21        15
      471    1.880448e+03         h        21        15
      472   -3.177764e+03         g        21        16
      473    1.805562e+03         h        21        16
      474   -1.529389e+03         g        21        17
      475    2.767881e+03         h        21        17
      476   -1.142952e+03         g        21        18
      477    1.291004e+03         h        21        18
      478   -1.433017e+02         g        21        19
      479    5.491700e+02         h        21        19
      480   -7.672478e+02         g        21        20
      481   -7.780383e+02         h        21        20
      482    7.197974e+02         g        21        21
      483   -5.388451e+02         h        21        21
      484   -5.037523e+03         g        22         0
      485   -1.587503e+04         g        22         1
      486   -1.759511e+04         h        22         1
      487    4.104271e+03         g        22         2
      488    1.852039e+04         h        22         2
      489    1.133949e+04         g        22         3
      490    3.273647e+04         h        22         3
      491    5.342766e+03         g        22         4
      492    2.236620e+03         h        22         4
      493    2.333394e+04         g        22         5
      494    1.027206e+04         h        22         5
      495    9.102039e+03         g        22         6
      496    9.763863e+03         h        22         6
      497    2.065000e+04         g        22         7
      498    1.064487e+04         h        22         7
      499    2.301061e+04         g        22         8
      500   -1.304105e+04         h        22         8
      501    5.309311e+03         g        22         9
      502   -7.625317e+03         h        22         9
      503    8.402721e+03         g        22        10
      504    5.131308e+03         h        22        10
      505    1.188508e+04         g        22        11
      506   -3.577652e+03         h        22        11
      507    4.903762e+03         g        22        12
      508   -8.199010e+03         h        22        12
      509    4.274299e+03         g        22        13
      510    2.651393e+03         h        22        13
