      IND             SHC     g | h         n         m
      601   -1.673816e+02         g        24        13
      602    6.658051e+01         h        24        13
      603   -2.478305e+02         g        24        14
      604   -5.153837e+01         h        24        14
      605   -2.241142e+02         g        24        15
      606    7.621827e+01         h        24        15
      607   -1.159881e+02         g        24        16
      608   -1.754016e+01         h        24        16
      609   -7.896592e+01         g        24        17
      610   -8.348347e+01         h        24        17
      611   -6.670919e+01         g        24        18
      612   -4.327935e+01         h        24        18
      613    3.065412e+01         g        24        19
      614   -4.050856e+01         h        24        19
      615    4.058051e+00         g        24        20
      616   -7.382152e+01         h        24        20
      617   -5.917682e-01         g        24        21
      618   -3.337919e+01         h        24        21
      619    3.801152e+00         g        24        22
      620    3.841986e+00         h        24        22
      621    2.896520e+01         g        24        23
      622    2.305881e+01         h        24        23
      623   -2.493156e+00         g        24        24
      624    2.987422e+01         h        24        24
      625    1.161961e+01         g        25         0
      626    5.323617e+02         g        25         1
      627    8.616087e+02         h        25         1
      628   -2.486099e+01         g        25         2
      629   -4.617520e+02         h        25         2
      630   -2.269221e+01         g        25         3
      631   -4.882228e+02         h        25         3
      632   -2.041065e+02         g        25         4
      633    2.854172e+02         h        25         4
      634   -4.438034e+02         g        25         5
      635    1.735228e+02         h        25         5
      636    2.061720e+02         g        25         6
      637    1.084870e+02         h        25         6
      638   -9.312749e+00         g        25         7
      639    1.383257e+02         h        25         7
      640   -4.693925e+02         g        25         8
      641    4.020070e+02         h        25         8
      642    1.359859e+02         g        25         9
      643    6.563849e+02         h        25         9
      644    3.013781e+02         g        25        10
      645    2.512809e+02         h        25        10
      646   -1.503725e+01         g        25        11
      647    2.716763e+02         h        25        11
      648    9.142852e+00         g        25        12
      649    4.598154e+02         h        25        12
      650    1.510084e+02         g        25        13
      651    2.093497e+02         h        25        13
      652    1.198034e+01         g        25        14
      653    1.392500e+02         h        25        14
      654   -9.914108e+00         g        25        15
      655    2.572031e+02         h        25        15
      656    2.951758e+01         g        25        16
      657    1.095457e+02         h        25        16
      658   -5.129377e+01         g        25        17
      659    6.089911e+01         h        25        17
      660   -3.196146e+01         g        25        18
      661    4.423217e+01         h        25        18
      662   -2.448584e+01         g        25        19
      663    2.685570e+01         h        25        19
      664   -2.003318e+01         g        25        20
      665   -7.872493e+00         h        25        20
      666   -4.012079e+01         g        25        21
      667   -1.966938e+01         h        25        21
      668   -2.329335e+01         g        25        22
      669   -5.874647e+00         h        25        22
      670    3.280181e+00         g        25        23
      671   -4.749724e-01         h        25        23
      672    2.379039e+01         g        25        24
      673   -9.403813e+00         h        25        24
      674    1.673893e+01         g        25        25
      675    4.559066e+00         h        25        25
      676    4.562959e+02         g        26         0
      677    3.738246e+02         g        26         1
      678    2.417083e+02         h        26         1
      679    1.016703e+02         g        26         2
      680   -5.071787e+02         h        26         2
      681    4.330416e+01         g        26         3
      682   -3.507744e+02         h        26         3
      683    4.557493e+01         g        26         4
      684    1.274066e+02         h        26         4
      685    5.996435e+01         g        26         5
      686   -9.677655e+01         h        26         5
      687    2.289601e+02         g        26         6
      688   -2.150730e+02         h        26         6
      689    1.322740e+01         g        26         7
      690   -1.062739e+02         h        26         7
      691    1.168288e+02         g        26         8
      692    1.872118e+02         h        26         8
      693    4.125529e+02         g        26         9
      694    9.108984e+01         h        26         9
      695    3.145987e+02         g        26        10
      696   -2.614834e+02         h        26        10
      697    1.948204e+02         g        26        11
      698   -1.585637e+01         h        26        11
      699    2.785093e+02         g        26        12
      700    6.125784e+01         h        26        12
      701    2.268268e+02         g        26        13
      702   -1.276922e+02         h        26        13
      703    1.473546e+02         g        26        14
      704   -3.198068e+01         h        26        14
      705    1.631161e+02         g        26        15
      706    3.587976e+01         h        26        15
      707    1.320028e+02         g        26        16
      708   -2.911684e+00         h        26        16
      709    4.281741e+01         g        26        17
      710    5.997779e+00         h        26        17
      711    6.013200e+01         g        26        18
      712    2.705820e+01         h        26        18
      713    2.930845e+01         g        26        19
      714    1.437100e+01         h        26        19
      715    1.405786e+01         g        26        20
      716    3.673187e+01         h        26        20
      717   -1.437520e-01         g        26        21
      718    8.706040e+00         h        26        21
      719   -2.434379e+01         g        26        22
      720    1.801775e+01         h        26        22
      721   -5.722648e+00         g        26        23
      722    1.327356e+01         h        26        23
      723   -1.147573e+00         g        26        24
      724   -5.191388e-01         h        26        24
      725   -3.184344e+00         g        26        25
      726   -1.896942e+01         h        26        25
      727    2.816304e+00         g        26        26
      728   -8.161012e+00         h        26        26
      729    2.018556e+02         g        27         0
      730   -8.071609e+00         g        27         1
      731   -3.249344e+02         h        27         1
