      IND             SHC     g | h         n         m
      468   -1.638092e+01         g        21        14
      469    7.855193e+00         h        21        14
      470   -2.501368e+01         g        21        15
      471    2.129686e+00         h        21        15
      472   -4.291200e+01         g        21        16
      473    1.681418e+00         h        21        16
      474   -1.941002e+01         g        21        17
      475    3.171741e+01         h        21        17
      476   -1.235102e+01         g        21        18
      477    1.763334e+01         h        21        18
      478    7.691765e+00         g        21        19
      479    2.216244e+00         h        21        19
      480   -9.531746e+00         g        21        20
      481   -3.181503e+00         h        21        20
      482    1.341204e+01         g        21        21
      483   -1.979449e+01         h        21        21
      484   -8.148454e+01         g        22         0
      485   -9.616237e+01         g        22         1
      486   -1.115211e+02         h        22         1
      487    5.682474e+01         g        22         2
      488    1.686249e+02         h        22         2
      489    6.725106e+01         g        22         3
      490    2.115139e+02         h        22         3
      491    4.597476e+01         g        22         4
      492    4.740551e+00         h        22         4
      493    1.186209e+02         g        22         5
      494    6.678828e+01         h        22         5
      495    3.761177e+01         g        22         6
      496    9.256945e+01         h        22         6
      497    1.428506e+02         g        22         7
      498    1.125193e+02         h        22         7
      499    1.197349e+02         g        22         8
      500   -7.009175e+01         h        22         8
      501    4.303511e+01         g        22         9
      502   -3.417446e+01         h        22         9
      503    1.497944e+01         g        22        10
      504    5.293102e+01         h        22        10
      505    6.969688e+01         g        22        11
      506    9.966502e+00         h        22        11
      507    2.004610e+01         g        22        12
      508   -5.150302e+01         h        22        12
      509    5.760481e+00         g        22        13
      510    4.407573e+01         h        22        13
      511    3.571774e+01         g        22        14
      512   -6.114345e+00         h        22        14
      513   -8.578608e+00         g        22        15
      514    6.849121e+00         h        22        15
      515    1.060511e+01         g        22        16
      516   -2.127928e-02         h        22        16
      517   -5.080074e+00         g        22        17
      518    2.176337e+01         h        22        17
      519    1.128847e+01         g        22        18
      520    1.427264e+01         h        22        18
      521    5.760605e+00         g        22        19
      522    1.381729e+01         h        22        19
      523    2.577599e+00         g        22        20
      524   -3.288447e+00         h        22        20
      525   -2.306766e+00         g        22        21
      526    5.277846e+00         h        22        21
      527   -1.325059e+01         g        22        22
      528   -9.591384e+00         h        22        22
      529    2.648442e+00         g        23         0
      530    1.283013e+01         g        23         1
      531   -8.923879e+01         h        23         1
      532    2.031468e+01         g        23         2
      533    5.259177e+01         h        23         2
      534    6.306952e+01         g        23         3
      535   -2.802752e+01         h        23         3
      536   -2.007141e+01         g        23         4
      537   -8.715771e+01         h        23         4
      538   -3.859482e+01         g        23         5
      539   -2.207846e+01         h        23         5
      540    5.806107e+01         g        23         6
      541   -8.753672e+00         h        23         6
      542    8.066209e+01         g        23         7
      543   -1.135618e+01         h        23         7
      544   -1.483764e+01         g        23         8
      545   -1.234153e+02         h        23         8
      546   -3.063891e+01         g        23         9
      547   -2.541628e+01         h        23         9
      548    3.521469e+01         g        23        10
      549    5.538340e+00         h        23        10
      550   -5.567487e+00         g        23        11
      551   -4.523529e+01         h        23        11
      552   -8.623923e+00         g        23        12
      553   -2.069047e+01         h        23        12
      554    5.770451e+00         g        23        13
      555   -9.056389e+00         h        23        13
      556    1.132464e+01         g        23        14
      557   -1.339508e+01         h        23        14
      558   -1.258852e+01         g        23        15
      559   -8.179425e+00         h        23        15
      560    1.147215e+01         g        23        16
      561   -3.534486e+00         h        23        16
      562   -2.912437e+00         g        23        17
      563   -7.929888e+00         h        23        17
      564    7.698394e+00         g        23        18
      565    9.390763e+00         h        23        18
      566    6.223575e+00         g        23        19
      567    1.938738e+00         h        23        19
      568    1.024935e+01         g        23        20
      569   -1.930864e-01         h        23        20
      570   -3.378196e-01         g        23        21
      571   -1.414907e+00         h        23        21
      572    3.120917e+00         g        23        22
      573    2.384963e+00         h        23        22
      574   -6.604650e+00         g        23        23
      575    8.830625e+00         h        23        23
      576    2.473965e+01         g        24         0
      577    6.567179e+01         g        24         1
      578    2.582504e+00         h        24         1
      579   -5.454635e+01         g        24         2
      580   -2.152559e+01         h        24         2
      581    7.948242e-01         g        24         3
      582   -8.950988e+01         h        24         3
      583   -9.819842e+01         g        24         4
      584   -1.656733e+01         h        24         4
      585   -1.065199e+02         g        24         5
      586    3.281985e+00         h        24         5
      587    1.862753e+01         g        24         6
      588   -3.899375e+00         h        24         6
      589    5.532930e-01         g        24         7
      590   -1.433695e+01         h        24         7
      591   -9.507923e+01         g        24         8
      592   -2.722602e+01         h        24         8
      593   -4.083675e+01         g        24         9
      594    4.749027e+01         h        24         9
      595    1.913290e+01         g        24        10
      596    1.550739e+01         h        24        10
      597   -3.469710e+01         g        24        11
      598   -9.569613e+00         h        24        11
      599   -3.158519e+01         g        24        12
      600    3.765638e+01         h        24        12
      601    1.455358e+01         g        24        13
      602   -2.634436e+00         h        24        13
      603   -2.017830e+01         g        24        14
      604   -2.535727e-01         h        24        14
      605   -9.728973e+00         g        24        15
      606    1.607701e+01         h        24        15
      607   -6.377789e-01         g        24        16
      608    2.686114e+00         h        24        16
      609   -3.995366e+00         g        24        17
      610   -3.955177e+00         h        24        17
      611   -5.008498e+00         g        24        18
      612    9.003273e+00         h        24        18
      613    5.285536e+00         g        24        19
      614    3.992701e+00         h        24        19
      615    4.369180e+00         g        24        20
      616   -1.339159e+00         h        24        20
      617    2.436722e+00         g        24        21
      618   -5.773626e+00         h        24        21
      619    4.199760e-01         g        24        22
      620   -7.298672e-01         h        24        22
      621    2.668136e+00         g        24        23
      622   -1.805084e+00         h        24        23
      623    6.082345e+00         g        24        24
      624    4.844825e+00         h        24        24
      625    5.244399e+01         g        25         0
      626    5.870961e+01         g        25         1
      627    7.148814e+01         h        25         1
      628   -2.795104e+01         g        25         2
      629   -3.389371e+01         h        25         2
      630   -5.049785e+00         g        25         3
      631   -3.906376e+01         h        25         3
      632   -5.206226e+01         g        25         4
      633    4.704886e+01         h        25         4
      634   -2.847684e+01         g        25         5
      635    3.659616e+01         h        25         5
      636    2.422559e+01         g        25         6
      637   -4.224219e+00         h        25         6
      638   -4.036804e+00         g        25         7
      639    4.416182e+00         h        25         7
      640   -4.047107e+01         g        25         8
      641    3.583198e+01         h        25         8
      642    1.125658e+01         g        25         9
      643    7.195744e+01         h        25         9
      644    3.806850e+01         g        25        10
      645   -6.183112e-01         h        25        10
      646   -8.897357e+00         g        25        11
      647    2.603335e+01         h        25        11
      648    4.944231e+00         g        25        12
      649    4.592492e+01         h        25        12
      650    2.907155e+01         g        25        13
      651    5.166837e+00         h        25        13
      652   -8.595643e+00         g        25        14
      653    4.909100e+00         h        25        14
      654    6.715763e+00         g        25        15
      655    3.069719e+01         h        25        15
      656    1.070897e+01         g        25        16
      657    4.794278e+00         h        25        16
      658    1.444965e+00         g        25        17
      659    5.044574e+00         h        25        17
      660    1.808488e+00         g        25        18
      661    8.523145e+00         h        25        18
      662    6.045080e+00         g        25        19
      663    8.260039e+00         h        25        19
      664    5.346526e+00         g        25        20
      665   -4.823082e-01         h        25        20
      666    1.047744e+00         g        25        21
      667   -3.156303e+00         h        25        21
      668   -1.685979e+00         g        25        22
      669   -3.185419e+00         h        25        22
      670   -5.363456e-01         g        25        23
      671   -1.277384e+00         h        25        23
      672   -8.298152e-01         g        25        24
      673   -2.487027e+00         h        25        24
      674    3.580586e+00         g        25        25
      675   -4.335753e+00         h        25        25
      676    6.318849e+01         g        26         0
      677    1.927727e+01         g        26         1
      678    3.248512e+01         h        26         1
      679    1.887318e+01         g        26         2
      680   -2.338585e+01         h        26         2
      681    1.947450e+00         g        26         3
      682   -1.484919e+01         h        26         3
      683    1.875561e+01         g        26         4
      684    1.964208e+01         h        26         4
      685    3.808007e+01         g        26         5
      686   -1.251624e+00         h        26         5
      687    1.638182e+01         g        26         6
      688   -3.562290e+01         h        26         6
      689   -5.623268e+00         g        26         7
      690   -2.059843e+01         h        26         7
      691    2.203943e+01         g        26         8
      692    2.315369e+01         h        26         8
      693    2.581666e+01         g        26         9
      694    1.392423e+01         h        26         9
      695    3.295699e+01         g        26        10
      696   -3.314839e+01         h        26        10
      697    3.131153e+00         g        26        11
      698    7.089423e+00         h        26        11
      699    3.024310e+01         g        26        12
      700    1.167133e+01         h        26        12
      701    1.733608e+01         g        26        13
      702   -1.599899e+01         h        26        13
      703    2.833649e+00         g        26        14
      704   -2.242624e+00         h        26        14
      705    1.565460e+01         g        26        15
      706    1.089644e+01         h        26        15
      707    1.418557e+01         g        26        16
      708   -3.885519e+00         h        26        16
      709    5.171769e+00         g        26        17
      710   -2.108934e+00         h        26        17
      711    7.348459e+00         g        26        18
      712    9.159179e-01         h        26        18
      713    6.521856e+00         g        26        19
      714    9.466645e-01         h        26        19
      715    6.125970e+00         g        26        20
      716   -8.118834e-01         h        26        20
      717    1.790988e+00         g        26        21
      718   -4.198695e+00         h        26        21
      719   -9.317694e-01         g        26        22
      720   -2.035487e+00         h        26        22
      721   -2.361806e+00         g        26        23
      722   -3.102824e-01         h        26        23
      723   -1.548427e+00         g        26        24
      724    3.289805e-01         h        26        24
      725   -2.212910e+00         g        26        25
      726    6.800572e-02         h        26        25
      727   -3.091622e+00         g        26        26
      728   -2.498589e+00         h        26        26
      729    1.801537e+01         g        27         0
      730   -1.980070e+01         g        27         1
      731   -2.336503e+01         h        27         1
      732    9.569301e+00         g        27         2
      733    2.992852e+00         h        27         2
      734   -1.338762e+01         g        27         3
      735   -6.655186e+00         h        27         3
      736    2.431961e+01         g        27         4
      737   -1.585802e+01         h        27         4
      738    2.860064e+01         g        27         5
      739   -3.097425e+01         h        27         5
      740   -2.548062e+01         g        27         6
      741   -3.248258e+01         h        27         6
      742   -2.127635e+01         g        27         7
      743   -2.650382e+01         h        27         7
      744    1.820880e+01         g        27         8
      745    6.187611e+00         h        27         8
      746    4.554641e-01         g        27         9
      747   -2.979947e+01         h        27         9
      748   -1.224547e+01         g        27        10
      749   -2.715285e+01         h        27        10
      750   -6.155623e+00         g        27        11
      751   -1.004614e+01         h        27        11
      752    1.105997e+01         g        27        12
      753   -1.080420e+01         h        27        12
      754   -1.044194e+01         g        27        13
      755   -2.183604e+01         h        27        13
      756   -6.383085e+00         g        27        14
      757   -2.257795e+00         h        27        14
      758    8.768500e+00         g        27        15
      759   -6.512163e+00         h        27        15
      760   -1.109178e+00         g        27        16
      761   -9.227432e+00         h        27        16
      762    1.162018e-01         g        27        17
      763   -4.297791e+00         h        27        17
      764    8.708946e-01         g        27        18
      765   -6.040193e+00         h        27        18
      766    1.114641e+00         g        27        19
      767   -3.592644e+00         h        27        19
      768    7.713584e-01         g        27        20
      769   -2.543684e+00         h        27        20
      770    1.263522e+00         g        27        21
      771   -4.508037e+00         h        27        21
      772   -2.231990e+00         g        27        22
      773   -2.879683e+00         h        27        22
      774   -1.402994e+00         g        27        23
      775   -3.373089e-01         h        27        23
      776   -1.047513e+00         g        27        24
      777    1.617164e+00         h        27        24
      778    5.445962e-02         g        27        25
      779    1.447222e+00         h        27        25
      780   -4.419416e-01         g        27        26
      781    1.939441e+00         h        27        26
      782   -1.625775e+00         g        27        27
      783    2.048464e+00         h        27        27
      784   -2.855523e+01         g        28         0
      785   -2.929176e+01         g        28         1
      786   -1.682054e+01         h        28         1
      787   -8.430949e+00         g        28         2
      788    2.798112e+01         h        28         2
      789   -1.807775e+01         g        28         3
      790    1.302133e+01         h        28         3
      791    7.719689e+00         g        28         4
      792   -9.979060e+00         h        28         4
      793    4.962619e+00         g        28         5
      794   -9.799694e+00         h        28         5
      795   -3.582565e+01         g        28         6
      796    3.555192e+00         h        28         6
